,Year,Region,Suburb,Median
1665,2002,North Western Melbourne,pascoe vale south,204.0
1665,2002,North Western Melbourne,coburg,204.0
1663,2002,North Western Melbourne,roxburgh park,180.0
1663,2002,North Western Melbourne,broadmeadows,180.0
1662,2002,Outer Western Melbourne,seddon,200.0
1662,2002,Outer Western Melbourne,yarraville,200.0
1659,2002,Outer Western Melbourne,hoppers crossing,180.0
1659,2002,Outer Western Melbourne,werribee,180.0
1656,2002,Outer Western Melbourne,deer park,170.0
1656,2002,Outer Western Melbourne,st albans,170.0
1655,2002,Outer Western Melbourne,spotswood,200.0
1655,2002,Outer Western Melbourne,newport,200.0
1653,2002,Outer Western Melbourne,avondale heights,220.0
1653,2002,Outer Western Melbourne,keilor east,220.0
1650,2002,Southern Melbourne,hughesdale,200.0
1650,2002,Southern Melbourne,murrumbeena,200.0
1649,2002,Southern Melbourne,mordialloc,190.0
1649,2002,Southern Melbourne,parkdale,190.0
1649,2002,Southern Melbourne,mentone,190.0
1646,2002,Southern Melbourne,beaumaris,300.0
1646,2002,Southern Melbourne,hampton,300.0
1638,2002,Southern Melbourne,carrum,200.0
1638,2002,Southern Melbourne,chelsea,200.0
1638,2002,Southern Melbourne,aspendale,200.0
1637,2002,Inner Eastern Melbourne,burwood east,230.0
1637,2002,Inner Eastern Melbourne,forest hill,230.0
1637,2002,Inner Eastern Melbourne,vermont,230.0
1636,2002,Inner Eastern Melbourne,mitcham,200.0
1636,2002,Inner Eastern Melbourne,nunawading,200.0
1632,2002,Inner Eastern Melbourne,mulgrave,235.0
1632,2002,Inner Eastern Melbourne,glen waverley,235.0
1630,2002,Inner Eastern Melbourne,donvale,250.0
1630,2002,Inner Eastern Melbourne,doncaster east,250.0
1628,2002,Inner Eastern Melbourne,oakleigh,210.0
1628,2002,Inner Eastern Melbourne,chadstone,210.0
1627,2002,Inner Eastern Melbourne,mont albert,260.0
1627,2002,Inner Eastern Melbourne,surrey hills,260.0
1627,2002,Inner Eastern Melbourne,canterbury,260.0
1626,2002,Inner Eastern Melbourne,glen iris,250.0
1626,2002,Inner Eastern Melbourne,camberwell,250.0
1625,2002,Inner Eastern Melbourne,ashburton,240.0
1625,2002,Inner Eastern Melbourne,burwood,240.0
1624,2002,Inner Eastern Melbourne,doncaster,250.0
1624,2002,Inner Eastern Melbourne,templestowe,250.0
1624,2002,Inner Eastern Melbourne,bulleen,250.0
1615,2002,Inner Melbourne,burnley,270.0
1615,2002,Inner Melbourne,richmond,270.0
1614,2002,Inner Melbourne,windsor,260.0
1614,2002,Inner Melbourne,prahran,260.0
1612,2002,Inner Melbourne,west melbourne,260.0
1612,2002,Inner Melbourne,north melbourne,260.0
1611,2002,Inner Melbourne,kensington,240.0
1611,2002,Inner Melbourne,flemington,240.0
1610,2002,Inner Melbourne,clifton hill,275.0
1610,2002,Inner Melbourne,fitzroy north,275.0
1604,2002,Inner Melbourne,abbotsford,260.0
1604,2002,Inner Melbourne,collingwood,260.0
1602,2002,Inner Melbourne,parkville,280.0
1602,2002,Inner Melbourne,carlton,280.0
1599,2002,Inner Melbourne,st kilda west,300.0
1599,2002,Inner Melbourne,middle park,300.0
1599,2002,Inner Melbourne,albert park,300.0
1151,2001,Other Regional Centres,maffra,120.0
1151,2001,Other Regional Centres,sale,120.0
1149,2001,Other Regional Centres,barwon heads,165.0
1149,2001,Other Regional Centres,ocean grove,165.0
1147,2001,Other Regional Centres,newborough,90.0
1147,2001,Other Regional Centres,moe,90.0
1138,2001,Bendigo,kangaroo flat,150.0
1138,2001,Bendigo,golden square,150.0
1137,2001,Bendigo,bendigo,150.0
1137,2001,Bendigo,flora hill,150.0
1135,2001,Ballarat,alfredton,150.0
1135,2001,Ballarat,wendouree,150.0
1134,2001,Ballarat,delacombe,135.0
1134,2001,Ballarat,sebastopol,135.0
1133,2001,Ballarat,buninyong,150.0
1133,2001,Ballarat,mount clear,150.0
1128,2001,Geelong,geelong west,135.0
1128,2001,Geelong,herne hill,135.0
1127,2001,Geelong,newcomb,150.0
1127,2001,Geelong,geelong,150.0
1125,2001,Geelong,grovedale,160.0
1125,2001,Geelong,belmont,160.0
1124,2001,Mornington Peninsula,carrum downs,165.0
1124,2001,Mornington Peninsula,seaford,165.0
1123,2001,Mornington Peninsula,mount martha,195.0
1123,2001,Mornington Peninsula,mornington,195.0
1123,2001,Mornington Peninsula,mount eliza,195.0
1122,2001,Mornington Peninsula,flinders,155.0
1122,2001,Mornington Peninsula,hastings,155.0
1120,2001,Mornington Peninsula,portsea,150.0
1120,2001,Mornington Peninsula,dromana,150.0
1116,2001,South Eastern Melbourne,hampton park,175.0
1116,2001,South Eastern Melbourne,narre warren,175.0
1115,2001,South Eastern Melbourne,endeavour hills,170.0
1115,2001,South Eastern Melbourne,dandenong north,170.0
1110,2001,Outer Eastern Melbourne,scoresby,215.0
1110,2001,Outer Eastern Melbourne,wantirna,215.0
1106,2001,Outer Eastern Melbourne,lilydale,180.0
1106,2001,Outer Eastern Melbourne,croydon,180.0
1101,2001,North Eastern Melbourne,lalor,170.0
1101,2001,North Eastern Melbourne,thomastown,170.0
1097,2001,North Eastern Melbourne,epping,190.0
1097,2001,North Eastern Melbourne,mill park,190.0
1096,2001,North Eastern Melbourne,ivanhoe east,210.0
1096,2001,North Eastern Melbourne,ivanhoe,210.0
1095,2001,North Eastern Melbourne,heidelberg west,200.0
1095,2001,North Eastern Melbourne,heidelberg,200.0
1094,2001,North Eastern Melbourne,alphington,170.0
1094,2001,North Eastern Melbourne,fairfield,170.0
1093,2001,North Eastern Melbourne,montmorency,220.0
1093,2001,North Eastern Melbourne,research,220.0
1093,2001,North Eastern Melbourne,eltham,220.0
1092,2001,North Eastern Melbourne,hurstbridge,200.0
1092,2001,North Eastern Melbourne,greensborough,200.0
1092,2001,North Eastern Melbourne,bundoora,200.0
1089,2001,North Western Melbourne,coburg north,185.0
1089,2001,North Western Melbourne,pascoe vale,185.0
1088,2001,North Western Melbourne,fawkner,170.0
1088,2001,North Western Melbourne,glenroy,170.0
1088,2001,North Western Melbourne,oak park,170.0
1087,2001,North Western Melbourne,ascot vale,210.0
1087,2001,North Western Melbourne,moonee ponds,210.0
1085,2001,North Western Melbourne,tullamarine,185.0
1085,2001,North Western Melbourne,gladstone park,185.0
1081,2001,North Western Melbourne,pascoe vale south,196.0
1081,2001,North Western Melbourne,coburg,196.0
1079,2001,North Western Melbourne,roxburgh park,175.0
1079,2001,North Western Melbourne,broadmeadows,175.0
1078,2001,Outer Western Melbourne,seddon,195.0
1078,2001,Outer Western Melbourne,yarraville,195.0
1075,2001,Outer Western Melbourne,hoppers crossing,170.0
1075,2001,Outer Western Melbourne,werribee,170.0
1072,2001,Outer Western Melbourne,deer park,160.0
1072,2001,Outer Western Melbourne,st albans,160.0
1071,2001,Outer Western Melbourne,spotswood,190.0
1071,2001,Outer Western Melbourne,newport,190.0
1069,2001,Outer Western Melbourne,avondale heights,210.0
1069,2001,Outer Western Melbourne,keilor east,210.0
1066,2001,Southern Melbourne,hughesdale,185.0
1066,2001,Southern Melbourne,murrumbeena,185.0
1065,2001,Southern Melbourne,mordialloc,180.0
1065,2001,Southern Melbourne,parkdale,180.0
1065,2001,Southern Melbourne,mentone,180.0
1062,2001,Southern Melbourne,beaumaris,295.0
1062,2001,Southern Melbourne,hampton,295.0
1054,2001,Southern Melbourne,carrum,190.0
1054,2001,Southern Melbourne,chelsea,190.0
1054,2001,Southern Melbourne,aspendale,190.0
1053,2001,Inner Eastern Melbourne,burwood east,220.0
1053,2001,Inner Eastern Melbourne,forest hill,220.0
1053,2001,Inner Eastern Melbourne,vermont,220.0
1052,2001,Inner Eastern Melbourne,mitcham,190.0
1052,2001,Inner Eastern Melbourne,nunawading,190.0
1048,2001,Inner Eastern Melbourne,mulgrave,225.0
1048,2001,Inner Eastern Melbourne,glen waverley,225.0
1046,2001,Inner Eastern Melbourne,donvale,240.0
1046,2001,Inner Eastern Melbourne,doncaster east,240.0
1044,2001,Inner Eastern Melbourne,oakleigh,210.0
1044,2001,Inner Eastern Melbourne,chadstone,210.0
1043,2001,Inner Eastern Melbourne,mont albert,250.0
1043,2001,Inner Eastern Melbourne,surrey hills,250.0
1043,2001,Inner Eastern Melbourne,canterbury,250.0
1042,2001,Inner Eastern Melbourne,glen iris,240.0
1042,2001,Inner Eastern Melbourne,camberwell,240.0
1041,2001,Inner Eastern Melbourne,ashburton,230.0
1041,2001,Inner Eastern Melbourne,burwood,230.0
1040,2001,Inner Eastern Melbourne,doncaster,240.0
1040,2001,Inner Eastern Melbourne,templestowe,240.0
1040,2001,Inner Eastern Melbourne,bulleen,240.0
1031,2001,Inner Melbourne,burnley,275.0
1031,2001,Inner Melbourne,richmond,275.0
1030,2001,Inner Melbourne,windsor,250.0
1030,2001,Inner Melbourne,prahran,250.0
1028,2001,Inner Melbourne,west melbourne,250.0
1028,2001,Inner Melbourne,north melbourne,250.0
1027,2001,Inner Melbourne,kensington,240.0
1027,2001,Inner Melbourne,flemington,240.0
1026,2001,Inner Melbourne,clifton hill,260.0
1026,2001,Inner Melbourne,fitzroy north,260.0
1021,2001,Inner Melbourne,abbotsford,250.0
1021,2001,Inner Melbourne,collingwood,250.0
1019,2001,Inner Melbourne,parkville,270.0
1019,2001,Inner Melbourne,carlton,270.0
1016,2001,Inner Melbourne,st kilda west,290.0
1016,2001,Inner Melbourne,middle park,290.0
1016,2001,Inner Melbourne,albert park,290.0
571,2000,Other Regional Centres,maffra,120.0
571,2000,Other Regional Centres,sale,120.0
569,2000,Other Regional Centres,barwon heads,155.0
569,2000,Other Regional Centres,ocean grove,155.0
567,2000,Other Regional Centres,newborough,90.0
567,2000,Other Regional Centres,moe,90.0
558,2000,Bendigo,kangaroo flat,148.0
558,2000,Bendigo,golden square,148.0
557,2000,Bendigo,bendigo,145.0
557,2000,Bendigo,flora hill,145.0
555,2000,Ballarat,alfredton,135.0
555,2000,Ballarat,wendouree,135.0
554,2000,Ballarat,delacombe,130.0
554,2000,Ballarat,sebastopol,130.0
553,2000,Ballarat,buninyong,140.0
553,2000,Ballarat,mount clear,140.0
548,2000,Geelong,geelong west,125.0
548,2000,Geelong,herne hill,125.0
547,2000,Geelong,newcomb,140.0
547,2000,Geelong,geelong,140.0
545,2000,Geelong,grovedale,150.0
545,2000,Geelong,belmont,150.0
544,2000,Mornington Peninsula,carrum downs,160.0
544,2000,Mornington Peninsula,seaford,160.0
543,2000,Mornington Peninsula,mount martha,180.0
543,2000,Mornington Peninsula,mornington,180.0
543,2000,Mornington Peninsula,mount eliza,180.0
542,2000,Mornington Peninsula,flinders,150.0
542,2000,Mornington Peninsula,hastings,150.0
540,2000,Mornington Peninsula,portsea,140.0
540,2000,Mornington Peninsula,dromana,140.0
536,2000,South Eastern Melbourne,hampton park,170.0
536,2000,South Eastern Melbourne,narre warren,170.0
535,2000,South Eastern Melbourne,endeavour hills,160.0
535,2000,South Eastern Melbourne,dandenong north,160.0
530,2000,Outer Eastern Melbourne,scoresby,205.0
530,2000,Outer Eastern Melbourne,wantirna,205.0
526,2000,Outer Eastern Melbourne,lilydale,175.0
526,2000,Outer Eastern Melbourne,croydon,175.0
521,2000,North Eastern Melbourne,lalor,160.0
521,2000,North Eastern Melbourne,thomastown,160.0
517,2000,North Eastern Melbourne,epping,185.0
517,2000,North Eastern Melbourne,mill park,185.0
516,2000,North Eastern Melbourne,ivanhoe east,200.0
516,2000,North Eastern Melbourne,ivanhoe,200.0
515,2000,North Eastern Melbourne,heidelberg west,185.0
515,2000,North Eastern Melbourne,heidelberg,185.0
514,2000,North Eastern Melbourne,alphington,155.0
514,2000,North Eastern Melbourne,fairfield,155.0
513,2000,North Eastern Melbourne,montmorency,200.0
513,2000,North Eastern Melbourne,research,200.0
513,2000,North Eastern Melbourne,eltham,200.0
512,2000,North Eastern Melbourne,hurstbridge,190.0
512,2000,North Eastern Melbourne,greensborough,190.0
512,2000,North Eastern Melbourne,bundoora,190.0
509,2000,North Western Melbourne,coburg north,175.0
509,2000,North Western Melbourne,pascoe vale,175.0
508,2000,North Western Melbourne,fawkner,165.0
508,2000,North Western Melbourne,glenroy,165.0
508,2000,North Western Melbourne,oak park,165.0
507,2000,North Western Melbourne,ascot vale,195.0
507,2000,North Western Melbourne,moonee ponds,195.0
505,2000,North Western Melbourne,tullamarine,180.0
505,2000,North Western Melbourne,gladstone park,180.0
501,2000,North Western Melbourne,pascoe vale south,180.0
501,2000,North Western Melbourne,coburg,180.0
499,2000,North Western Melbourne,roxburgh park,170.0
499,2000,North Western Melbourne,broadmeadows,170.0
498,2000,Outer Western Melbourne,seddon,180.0
498,2000,Outer Western Melbourne,yarraville,180.0
495,2000,Outer Western Melbourne,hoppers crossing,165.0
495,2000,Outer Western Melbourne,werribee,165.0
492,2000,Outer Western Melbourne,deer park,160.0
492,2000,Outer Western Melbourne,st albans,160.0
491,2000,Outer Western Melbourne,spotswood,180.0
491,2000,Outer Western Melbourne,newport,180.0
489,2000,Outer Western Melbourne,avondale heights,200.0
489,2000,Outer Western Melbourne,keilor east,200.0
486,2000,Southern Melbourne,hughesdale,170.0
486,2000,Southern Melbourne,murrumbeena,170.0
485,2000,Southern Melbourne,mordialloc,170.0
485,2000,Southern Melbourne,parkdale,170.0
485,2000,Southern Melbourne,mentone,170.0
482,2000,Southern Melbourne,beaumaris,286.0
482,2000,Southern Melbourne,hampton,286.0
474,2000,Southern Melbourne,carrum,180.0
474,2000,Southern Melbourne,chelsea,180.0
474,2000,Southern Melbourne,aspendale,180.0
473,2000,Inner Eastern Melbourne,burwood east,210.0
473,2000,Inner Eastern Melbourne,forest hill,210.0
473,2000,Inner Eastern Melbourne,vermont,210.0
472,2000,Inner Eastern Melbourne,mitcham,180.0
472,2000,Inner Eastern Melbourne,nunawading,180.0
468,2000,Inner Eastern Melbourne,mulgrave,215.0
468,2000,Inner Eastern Melbourne,glen waverley,215.0
466,2000,Inner Eastern Melbourne,donvale,230.0
466,2000,Inner Eastern Melbourne,doncaster east,230.0
464,2000,Inner Eastern Melbourne,oakleigh,200.0
464,2000,Inner Eastern Melbourne,chadstone,200.0
463,2000,Inner Eastern Melbourne,mont albert,235.0
463,2000,Inner Eastern Melbourne,surrey hills,235.0
463,2000,Inner Eastern Melbourne,canterbury,235.0
462,2000,Inner Eastern Melbourne,glen iris,230.0
462,2000,Inner Eastern Melbourne,camberwell,230.0
461,2000,Inner Eastern Melbourne,ashburton,210.0
461,2000,Inner Eastern Melbourne,burwood,210.0
460,2000,Inner Eastern Melbourne,doncaster,230.0
460,2000,Inner Eastern Melbourne,templestowe,230.0
460,2000,Inner Eastern Melbourne,bulleen,230.0
451,2000,Inner Melbourne,burnley,260.0
451,2000,Inner Melbourne,richmond,260.0
450,2000,Inner Melbourne,windsor,240.0
450,2000,Inner Melbourne,prahran,240.0
448,2000,Inner Melbourne,west melbourne,242.0
448,2000,Inner Melbourne,north melbourne,242.0
447,2000,Inner Melbourne,kensington,215.0
447,2000,Inner Melbourne,flemington,215.0
446,2000,Inner Melbourne,clifton hill,250.0
446,2000,Inner Melbourne,fitzroy north,250.0
441,2000,Inner Melbourne,abbotsford,240.0
441,2000,Inner Melbourne,collingwood,240.0
439,2000,Inner Melbourne,parkville,260.0
439,2000,Inner Melbourne,carlton,260.0
436,2000,Inner Melbourne,st kilda west,275.0
436,2000,Inner Melbourne,middle park,275.0
436,2000,Inner Melbourne,albert park,275.0
0,2021,Inner Melbourne,armadale,496.27986625941867
1,2021,Inner Melbourne,carlton north,592.3599405119575
2,2021,Inner Melbourne,east melbourne,494.00171447905103
3,2021,Inner Melbourne,st kilda,403.2729387561127
4,2021,Inner Melbourne,elwood,430.04721734411305
5,2021,Inner Melbourne,fitzroy,535.7934399081497
6,2021,Inner Melbourne,port melbourne,574.1832748215794
7,2021,Inner Melbourne,south melbourne,461.4625757154879
8,2021,Inner Melbourne,south yarra,405.6935364492649
9,2021,Inner Melbourne,southbank,322.19107241319034
10,2021,Inner Melbourne,toorak,527.3907513315615
11,2021,Inner Eastern Melbourne,balwyn,548.2769051002241
12,2021,Inner Eastern Melbourne,blackburn,404.81649383312396
13,2021,Inner Eastern Melbourne,box hill,407.82033352508614
14,2021,Inner Eastern Melbourne,clayton,397.03325751685543
15,2021,Inner Eastern Melbourne,hawthorn east,407.4557433823065
16,2021,Inner Eastern Melbourne,hawthorn,392.12625664894387
17,2021,Inner Eastern Melbourne,kew,482.5228686270947
18,2021,Inner Eastern Melbourne,mount waverley,484.92091266729267
19,2021,Southern Melbourne,bentleigh,476.15770924249114
20,2021,Southern Melbourne,brighton,675.8649405414506
21,2021,Southern Melbourne,brighton east,726.2082480793257
22,2021,Southern Melbourne,carnegie,426.36983840961085
23,2021,Southern Melbourne,caulfield,440.638564519764
24,2021,Southern Melbourne,cheltenham,467.936427604191
25,2021,Southern Melbourne,elsternwick,447.574836719117
26,2021,Southern Melbourne,malvern,462.30311097622456
27,2021,Southern Melbourne,malvern east,404.6369499834873
28,2021,Outer Western Melbourne,altona,400.6655279697723
29,2021,Outer Western Melbourne,footscray,359.37105155525313
30,2021,Outer Western Melbourne,melton,356.2333206089538
31,2021,Outer Western Melbourne,sunshine,357.3378545373436
32,2021,Outer Western Melbourne,sydenham,399.5637363545503
33,2021,Outer Western Melbourne,west footscray,387.9832597482864
34,2021,Outer Western Melbourne,williamstown,516.0176348223787
35,2021,North Western Melbourne,brunswick,439.00021500746993
36,2021,North Western Melbourne,craigieburn,392.3117131828916
37,2021,North Western Melbourne,essendon,402.3557300731524
38,2021,North Western Melbourne,keilor,408.8345442926402
39,2021,North Western Melbourne,sunbury,377.83597001022684
40,2021,North Western Melbourne,brunswick west,382.9398646507661
41,2021,North Eastern Melbourne,northcote,500.5976414750197
42,2021,North Eastern Melbourne,preston,414.63766555872326
43,2021,North Eastern Melbourne,reservoir,383.9700168111187
44,2021,North Eastern Melbourne,thornbury,419.2564120711731
45,2021,North Eastern Melbourne,whittlesea,388.7287279333162
46,2021,Outer Eastern Melbourne,bayswater,388.09938905386196
47,2021,Outer Eastern Melbourne,boronia,399.79794527098676
48,2021,Outer Eastern Melbourne,ferntree gully,420.3951574684656
49,2021,Outer Eastern Melbourne,ringwood,430.38835886529915
50,2021,Outer Eastern Melbourne,rowville,462.78177544683166
51,2021,South Eastern Melbourne,berwick,403.9709402518759
52,2021,South Eastern Melbourne,cranbourne,400.454733725618
53,2021,South Eastern Melbourne,dandenong,351.3304832617577
54,2021,South Eastern Melbourne,noble park,356.38362199125817
55,2021,South Eastern Melbourne,pakenham,359.7356246800903
56,2021,South Eastern Melbourne,springvale,383.10643992983677
57,2021,Mornington Peninsula,frankston,378.96980394217985
58,2021,Geelong,corio,300.3545734920492
59,2021,Geelong,lara,406.1145015187272
60,2021,Geelong,newtown,397.6870785134878
61,2021,Geelong,north geelong,361.8383581393697
62,2021,Ballarat,ballarat east,320.08207559040426
63,2021,Bendigo,bendigo,335.138181802014
64,2021,Bendigo,north bendigo,341.8077823432232
65,2021,Other Regional Centres,bairnsdale,311.59923279280474
66,2021,Other Regional Centres,benalla,309.72862432374785
67,2021,Other Regional Centres,castlemaine,352.752587341707
68,2021,Other Regional Centres,echuca,356.3786209865578
69,2021,Other Regional Centres,hamilton,259.3277431121688
70,2021,Other Regional Centres,horsham,287.31990835917895
71,2021,Other Regional Centres,mildura,320.12283385217296
