,Year,Quarter,Region,Suburb,Median
2031,2003,2,Other Regional Centres,Morwell,115.0
2032,2003,2,Other Regional Centres,Ocean Grove-Barwon Heads,180.0
2033,2003,2,Other Regional Centres,Portland,135.0
2034,2003,2,Other Regional Centres,Sale-Maffra,130.0
2035,2003,2,Other Regional Centres,Seymour,135.0
2036,2003,2,Other Regional Centres,Shepparton,165.0
2037,2003,2,Other Regional Centres,Swan Hill,150.0
2038,2003,2,Other Regional Centres,Torquay,210.0
2039,2003,2,Other Regional Centres,Traralgon,150.0
2040,2003,2,Other Regional Centres,Wanagaratta,140.0
2041,2003,2,Other Regional Centres,Warragul,160.0
2042,2003,2,Other Regional Centres,Warrnambool,160.0
2043,2003,2,Other Regional Centres,Wodonga,165.0
2044,2003,3,Inner Melbourne,Albert Park-Middle Park-West St Kilda,295.0
2045,2003,3,Inner Melbourne,Armadale,240.0
2046,2003,3,Inner Melbourne,Carlton North,290.0
2047,2003,3,Inner Melbourne,Carlton-Parkville,280.0
2048,2003,3,Inner Melbourne,CBD-St Kilda Rd,300.0
2049,2003,3,Inner Melbourne,Collingwood-Abbotsford,265.0
2050,2003,3,Inner Melbourne,Docklands,350.0
2051,2003,3,Inner Melbourne,East Melbourne,300.0
2052,2003,3,Inner Melbourne,East St Kilda,210.0
2053,2003,3,Inner Melbourne,Elwood,235.0
2054,2003,3,Inner Melbourne,Fitzroy,300.0
2055,2003,3,Inner Melbourne,Fitzroy North-Clifton Hill,270.0
2056,2003,3,Inner Melbourne,Flemington-Kensington,250.0
2057,2003,3,Inner Melbourne,North Melbourne-West Melbourne,270.0
2058,2003,3,Inner Melbourne,Port Melbourne,350.0
2059,2003,3,Inner Melbourne,Prahran-Windsor,260.0
2060,2003,3,Inner Melbourne,Richmond-Burnley,285.0
2061,2003,3,Inner Melbourne,South Melbourne,320.0
2062,2003,3,Inner Melbourne,South Yarra,259.0
2063,2003,3,Inner Melbourne,Southbank,350.0
2064,2003,3,Inner Melbourne,St Kilda,240.0
2065,2003,3,Inner Melbourne,Toorak,260.0
2066,2003,3,Inner Eastern Melbourne,Balwyn,280.0
2067,2003,3,Inner Eastern Melbourne,Blackburn,225.0
2068,2003,3,Inner Eastern Melbourne,Box Hill,220.0
2069,2003,3,Inner Eastern Melbourne,Bulleen-Templestowe-Doncaster,250.0
2070,2003,3,Inner Eastern Melbourne,Burwood-Ashburton,240.0
2071,2003,3,Inner Eastern Melbourne,Camberwell-Glen Iris,250.0
2072,2003,3,Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,250.0
2073,2003,3,Inner Eastern Melbourne,Chadstone-Oakleigh,220.0
2074,2003,3,Inner Eastern Melbourne,Clayton,210.0
2075,2003,3,Inner Eastern Melbourne,Doncaster East-Donvale,250.0
2076,2003,3,Inner Eastern Melbourne,East Hawthorn,243.0
2077,2003,3,Inner Eastern Melbourne,Glen Waverley-Mulgrave,240.0
2078,2003,3,Inner Eastern Melbourne,Hawthorn,230.0
2079,2003,3,Inner Eastern Melbourne,Kew,265.0
2080,2003,3,Inner Eastern Melbourne,Mount Waverley,240.0
2081,2003,3,Inner Eastern Melbourne,Nunawading-Mitcham,210.0
2082,2003,3,Inner Eastern Melbourne,Vermont-Forest Hill-Burwood East,230.0
2083,2003,3,Southern Melbourne,Aspendale-Chelsea-Carrum,200.0
2084,2003,3,Southern Melbourne,Bentleigh,240.0
2085,2003,3,Southern Melbourne,Brighton,340.0
2086,2003,3,Southern Melbourne,Brighton East,315.0
2087,2003,3,Southern Melbourne,Carnegie,190.0
2088,2003,3,Southern Melbourne,Caulfield,225.0
2089,2003,3,Southern Melbourne,Cheltenham,230.0
2090,2003,3,Southern Melbourne,Elsternwick,230.0
2091,2003,3,Southern Melbourne,Hampton-Beaumaris,300.0
2092,2003,3,Southern Melbourne,Malvern,263.0
2093,2003,3,Southern Melbourne,Malvern East,250.0
2094,2003,3,Southern Melbourne,Mentone-Parkdale-Mordialloc,195.0
2095,2003,3,Southern Melbourne,Murrumbeena-Hughesdale,210.0
2096,2003,3,Outer Western Melbourne,Altona,190.0
2097,2003,3,Outer Western Melbourne,Footscray,165.0
2098,2003,3,Outer Western Melbourne,Keilor East-Avondale Heights,220.0
2099,2003,3,Outer Western Melbourne,Melton,175.0
2100,2003,3,Outer Western Melbourne,Newport-Spotswood,205.0
2101,2003,3,Outer Western Melbourne,St Albans-Deer Park,170.0
2102,2003,3,Outer Western Melbourne,Sunshine,160.0
2103,2003,3,Outer Western Melbourne,Sydenham,210.0
2104,2003,3,Outer Western Melbourne,Werribee-Hoppers Crossing,180.0
2105,2003,3,Outer Western Melbourne,West Footscray,165.0
2106,2003,3,Outer Western Melbourne,Williamstown,265.0
2107,2003,3,Outer Western Melbourne,Yarraville-Seddon,210.0
2108,2003,3,North Western Melbourne,Broadmeadows-Roxburgh Park,185.0
2109,2003,3,North Western Melbourne,Brunswick,210.0
2110,2003,3,North Western Melbourne,Coburg-Pascoe Vale South,210.0
2111,2003,3,North Western Melbourne,Craigieburn,200.0
2112,2003,3,North Western Melbourne,East Brunswick,260.0
2113,2003,3,North Western Melbourne,Essendon,200.0
2114,2003,3,North Western Melbourne,Gladstone Park-Tullamarine,200.0
2115,2003,3,North Western Melbourne,Keilor,225.0
2116,2003,3,North Western Melbourne,Moonee Ponds-Ascot Vale,220.0
2117,2003,3,North Western Melbourne,Oak Park-Glenroy-Fawkner,180.0
2118,2003,3,North Western Melbourne,Pascoe Vale-Coburg North,195.0
2119,2003,3,North Western Melbourne,Sunbury,200.0
2120,2003,3,North Western Melbourne,West Brunswick,180.0
2121,2003,3,North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,220.0
2122,2003,3,North Eastern Melbourne,Eltham-Research-Montmorency,233.0
2123,2003,3,North Eastern Melbourne,Fairfield-Alphington,190.0
2124,2003,3,North Eastern Melbourne,Heidelberg-Heidelberg West,210.0
2125,2003,3,North Eastern Melbourne,Ivanhoe-Ivanhoe East,228.0
2126,2003,3,North Eastern Melbourne,Mill Park-Epping,205.0
2127,2003,3,North Eastern Melbourne,Northcote,220.0
2128,2003,3,North Eastern Melbourne,Preston,195.0
2129,2003,3,North Eastern Melbourne,Reservoir,180.0
2130,2003,3,North Eastern Melbourne,Thomastown-Lalor,180.0
2131,2003,3,North Eastern Melbourne,Thornbury,180.0
2132,2003,3,North Eastern Melbourne,Whittlesea,200.0
2133,2003,3,Outer Eastern Melbourne,Bayswater,180.0
2134,2003,3,Outer Eastern Melbourne,Boronia,190.0
2135,2003,3,Outer Eastern Melbourne,Croydon-Lilydale,195.0
2136,2003,3,Outer Eastern Melbourne,Ferntree Gully,195.0
2137,2003,3,Outer Eastern Melbourne,Ringwood,190.0
2138,2003,3,Outer Eastern Melbourne,Rowville,240.0
2139,2003,3,Outer Eastern Melbourne,Wantirna-Scoresby,225.0
2140,2003,3,Outer Eastern Melbourne,Yarra Ranges,180.0
2141,2003,3,South Eastern Melbourne,Berwick,210.0
2142,2003,3,South Eastern Melbourne,Cranbourne,170.0
2143,2003,3,South Eastern Melbourne,Dandenong,150.0
2144,2003,3,South Eastern Melbourne,Dandenong North-Endeavour Hills,175.0
2145,2003,3,South Eastern Melbourne,Narre Warren-Hampton Park,190.0
2146,2003,3,South Eastern Melbourne,Noble Park,160.0
2147,2003,3,South Eastern Melbourne,Pakenham,175.0
2148,2003,3,South Eastern Melbourne,Springvale,165.0
2149,2003,3,Mornington Peninsula,Dromana-Portsea,170.0
2150,2003,3,Mornington Peninsula,Frankston,175.0
2151,2003,3,Mornington Peninsula,Hastings-Flinders,175.0
2152,2003,3,Mornington Peninsula,Mt Eliza-Mornington-Mt Martha,220.0
2153,2003,3,Mornington Peninsula,Seaford-Carrum Downs,180.0
2154,2003,3,Geelong,Belmont-Grovedale,175.0
2155,2003,3,Geelong,Corio,145.0
2156,2003,3,Geelong,Geelong-Newcombe,165.0
2157,2003,3,Geelong,Herne Hill-Geelong West,155.0
2158,2003,3,Geelong,Lara,185.0
2159,2003,3,Geelong,Newtown,170.0
2160,2003,3,Geelong,North Geelong,160.0
2161,2003,3,Ballarat,Ballarat,160.0
2162,2003,3,Ballarat,Mount Clear-Buninyong,170.0
2163,2003,3,Ballarat,Sebastopol-Delacombe,150.0
2164,2003,3,Ballarat,Wendouree-Alfredton,170.0
2165,2003,3,Bendigo,Bendigo,161.0
2166,2003,3,Bendigo,Flora Hill-Bendigo East,175.0
2167,2003,3,Bendigo,Golden Square-Kangaroo Flat,170.0
2168,2003,3,Bendigo,North Bendigo,160.0
2169,2003,3,Other Regional Centres,Bairnsdale,150.0
2170,2003,3,Other Regional Centres,Benalla,150.0
2171,2003,3,Other Regional Centres,Castlemaine,155.0
2172,2003,3,Other Regional Centres,Echuca,180.0
2173,2003,3,Other Regional Centres,Hamilton,120.0
2174,2003,3,Other Regional Centres,Horsham,145.0
2175,2003,3,Other Regional Centres,Mildura,160.0
2176,2003,3,Other Regional Centres,Moe-Newborough,100.0
2177,2003,3,Other Regional Centres,Morwell,120.0
2178,2003,3,Other Regional Centres,Ocean Grove-Barwon Heads,180.0
2179,2003,3,Other Regional Centres,Portland,140.0
2180,2003,3,Other Regional Centres,Sale-Maffra,130.0
2181,2003,3,Other Regional Centres,Seymour,135.0
2182,2003,3,Other Regional Centres,Shepparton,165.0
2183,2003,3,Other Regional Centres,Swan Hill,150.0
2184,2003,3,Other Regional Centres,Torquay,215.0
2185,2003,3,Other Regional Centres,Traralgon,150.0
2186,2003,3,Other Regional Centres,Wanagaratta,145.0
2187,2003,3,Other Regional Centres,Warragul,165.0
2188,2003,3,Other Regional Centres,Warrnambool,165.0
2189,2003,3,Other Regional Centres,Wodonga,170.0
2190,2003,4,Inner Melbourne,Albert Park-Middle Park-West St Kilda,295.0
2191,2003,4,Inner Melbourne,Armadale,240.0
2192,2003,4,Inner Melbourne,Carlton North,290.0
2193,2003,4,Inner Melbourne,Carlton-Parkville,285.0
2194,2003,4,Inner Melbourne,CBD-St Kilda Rd,300.0
2195,2003,4,Inner Melbourne,Collingwood-Abbotsford,265.0
2196,2003,4,Inner Melbourne,Docklands,350.0
2197,2003,4,Inner Melbourne,East Melbourne,300.0
2198,2003,4,Inner Melbourne,East St Kilda,210.0
2199,2003,4,Inner Melbourne,Elwood,240.0
2200,2003,4,Inner Melbourne,Fitzroy,300.0
2201,2003,4,Inner Melbourne,Fitzroy North-Clifton Hill,280.0
2202,2003,4,Inner Melbourne,Flemington-Kensington,250.0
2203,2003,4,Inner Melbourne,North Melbourne-West Melbourne,270.0
2204,2003,4,Inner Melbourne,Port Melbourne,360.0
2205,2003,4,Inner Melbourne,Prahran-Windsor,260.0
2206,2003,4,Inner Melbourne,Richmond-Burnley,285.0
2207,2003,4,Inner Melbourne,South Melbourne,323.0
2208,2003,4,Inner Melbourne,South Yarra,260.0
2209,2003,4,Inner Melbourne,Southbank,355.0
2210,2003,4,Inner Melbourne,St Kilda,240.0
2211,2003,4,Inner Melbourne,Toorak,260.0
2212,2003,4,Inner Eastern Melbourne,Balwyn,280.0
2213,2003,4,Inner Eastern Melbourne,Blackburn,225.0
2214,2003,4,Inner Eastern Melbourne,Box Hill,220.0
2215,2003,4,Inner Eastern Melbourne,Bulleen-Templestowe-Doncaster,250.0
2216,2003,4,Inner Eastern Melbourne,Burwood-Ashburton,240.0
2217,2003,4,Inner Eastern Melbourne,Camberwell-Glen Iris,245.0
2218,2003,4,Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,250.0
2219,2003,4,Inner Eastern Melbourne,Chadstone-Oakleigh,225.0
2220,2003,4,Inner Eastern Melbourne,Clayton,210.0
2221,2003,4,Inner Eastern Melbourne,Doncaster East-Donvale,250.0
2222,2003,4,Inner Eastern Melbourne,East Hawthorn,250.0
2223,2003,4,Inner Eastern Melbourne,Glen Waverley-Mulgrave,240.0
2224,2003,4,Inner Eastern Melbourne,Hawthorn,230.0
2225,2003,4,Inner Eastern Melbourne,Kew,270.0
2226,2003,4,Inner Eastern Melbourne,Mount Waverley,240.0
2227,2003,4,Inner Eastern Melbourne,Nunawading-Mitcham,215.0
2228,2003,4,Inner Eastern Melbourne,Vermont-Forest Hill-Burwood East,230.0
2229,2003,4,Southern Melbourne,Aspendale-Chelsea-Carrum,200.0
2230,2003,4,Southern Melbourne,Bentleigh,240.0
2231,2003,4,Southern Melbourne,Brighton,350.0
2232,2003,4,Southern Melbourne,Brighton East,315.0
2233,2003,4,Southern Melbourne,Carnegie,190.0
2234,2003,4,Southern Melbourne,Caulfield,230.0
2235,2003,4,Southern Melbourne,Cheltenham,230.0
2236,2003,4,Southern Melbourne,Elsternwick,235.0
2237,2003,4,Southern Melbourne,Hampton-Beaumaris,305.0
2238,2003,4,Southern Melbourne,Malvern,270.0
2239,2003,4,Southern Melbourne,Malvern East,250.0
2240,2003,4,Southern Melbourne,Mentone-Parkdale-Mordialloc,195.0
2241,2003,4,Southern Melbourne,Murrumbeena-Hughesdale,210.0
2242,2003,4,Outer Western Melbourne,Altona,190.0
2243,2003,4,Outer Western Melbourne,Footscray,165.0
2244,2003,4,Outer Western Melbourne,Keilor East-Avondale Heights,220.0
2245,2003,4,Outer Western Melbourne,Melton,175.0
2246,2003,4,Outer Western Melbourne,Newport-Spotswood,210.0
2247,2003,4,Outer Western Melbourne,St Albans-Deer Park,170.0
2248,2003,4,Outer Western Melbourne,Sunshine,160.0
2249,2003,4,Outer Western Melbourne,Sydenham,210.0
2250,2003,4,Outer Western Melbourne,Werribee-Hoppers Crossing,185.0
2251,2003,4,Outer Western Melbourne,West Footscray,168.0
2252,2003,4,Outer Western Melbourne,Williamstown,265.0
2253,2003,4,Outer Western Melbourne,Yarraville-Seddon,210.0
2254,2003,4,North Western Melbourne,Broadmeadows-Roxburgh Park,190.0
2255,2003,4,North Western Melbourne,Brunswick,219.0
2256,2003,4,North Western Melbourne,Coburg-Pascoe Vale South,210.0
2257,2003,4,North Western Melbourne,Craigieburn,200.0
2258,2003,4,North Western Melbourne,East Brunswick,260.0
2259,2003,4,North Western Melbourne,Essendon,200.0
2260,2003,4,North Western Melbourne,Gladstone Park-Tullamarine,200.0
2261,2003,4,North Western Melbourne,Keilor,228.0
2262,2003,4,North Western Melbourne,Moonee Ponds-Ascot Vale,220.0
2263,2003,4,North Western Melbourne,Oak Park-Glenroy-Fawkner,180.0
2264,2003,4,North Western Melbourne,Pascoe Vale-Coburg North,200.0
2265,2003,4,North Western Melbourne,Sunbury,200.0
2266,2003,4,North Western Melbourne,West Brunswick,185.0
2267,2003,4,North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,220.0
2268,2003,4,North Eastern Melbourne,Eltham-Research-Montmorency,235.0
2269,2003,4,North Eastern Melbourne,Fairfield-Alphington,200.0
2270,2003,4,North Eastern Melbourne,Heidelberg-Heidelberg West,215.0
2271,2003,4,North Eastern Melbourne,Ivanhoe-Ivanhoe East,220.0
2272,2003,4,North Eastern Melbourne,Mill Park-Epping,210.0
2273,2003,4,North Eastern Melbourne,Northcote,230.0
2274,2003,4,North Eastern Melbourne,Preston,195.0
2275,2003,4,North Eastern Melbourne,Reservoir,180.0
2276,2003,4,North Eastern Melbourne,Thomastown-Lalor,180.0
2277,2003,4,North Eastern Melbourne,Thornbury,185.0
2278,2003,4,North Eastern Melbourne,Whittlesea,200.0
2279,2003,4,Outer Eastern Melbourne,Bayswater,185.0
2280,2003,4,Outer Eastern Melbourne,Boronia,190.0
2281,2003,4,Outer Eastern Melbourne,Croydon-Lilydale,195.0
2282,2003,4,Outer Eastern Melbourne,Ferntree Gully,195.0
2283,2003,4,Outer Eastern Melbourne,Ringwood,190.0
2284,2003,4,Outer Eastern Melbourne,Rowville,240.0
2285,2003,4,Outer Eastern Melbourne,Wantirna-Scoresby,230.0
2286,2003,4,Outer Eastern Melbourne,Yarra Ranges,185.0
2287,2003,4,South Eastern Melbourne,Berwick,210.0
2288,2003,4,South Eastern Melbourne,Cranbourne,175.0
2289,2003,4,South Eastern Melbourne,Dandenong,150.0
2290,2003,4,South Eastern Melbourne,Dandenong North-Endeavour Hills,180.0
2291,2003,4,South Eastern Melbourne,Narre Warren-Hampton Park,190.0
2292,2003,4,South Eastern Melbourne,Noble Park,160.0
2293,2003,4,South Eastern Melbourne,Pakenham,180.0
2294,2003,4,South Eastern Melbourne,Springvale,170.0
2295,2003,4,Mornington Peninsula,Dromana-Portsea,170.0
2296,2003,4,Mornington Peninsula,Frankston,180.0
2297,2003,4,Mornington Peninsula,Hastings-Flinders,180.0
2298,2003,4,Mornington Peninsula,Mt Eliza-Mornington-Mt Martha,220.0
2299,2003,4,Mornington Peninsula,Seaford-Carrum Downs,180.0
2300,2003,4,Geelong,Belmont-Grovedale,180.0
2301,2003,4,Geelong,Corio,145.0
2302,2003,4,Geelong,Geelong-Newcombe,170.0
2303,2003,4,Geelong,Herne Hill-Geelong West,160.0
2304,2003,4,Geelong,Lara,190.0
2305,2003,4,Geelong,Newtown,175.0
2306,2003,4,Geelong,North Geelong,165.0
2307,2003,4,Ballarat,Ballarat,165.0
2308,2003,4,Ballarat,Mount Clear-Buninyong,170.0
2309,2003,4,Ballarat,Sebastopol-Delacombe,150.0
2310,2003,4,Ballarat,Wendouree-Alfredton,175.0
2311,2003,4,Bendigo,Bendigo,165.0
2312,2003,4,Bendigo,Flora Hill-Bendigo East,180.0
2313,2003,4,Bendigo,Golden Square-Kangaroo Flat,175.0
2314,2003,4,Bendigo,North Bendigo,165.0
2315,2003,4,Other Regional Centres,Bairnsdale,155.0
2316,2003,4,Other Regional Centres,Benalla,156.0
2317,2003,4,Other Regional Centres,Castlemaine,160.0
2318,2003,4,Other Regional Centres,Echuca,180.0
2319,2003,4,Other Regional Centres,Hamilton,130.0
2320,2003,4,Other Regional Centres,Horsham,145.0
2321,2003,4,Other Regional Centres,Mildura,160.0
2322,2003,4,Other Regional Centres,Moe-Newborough,100.0
2323,2003,4,Other Regional Centres,Morwell,120.0
2324,2003,4,Other Regional Centres,Ocean Grove-Barwon Heads,180.0
2325,2003,4,Other Regional Centres,Portland,145.0
2326,2003,4,Other Regional Centres,Sale-Maffra,135.0
2327,2003,4,Other Regional Centres,Seymour,140.0
2328,2003,4,Other Regional Centres,Shepparton,165.0
2329,2003,4,Other Regional Centres,Swan Hill,150.0
2330,2003,4,Other Regional Centres,Torquay,210.0
2331,2003,4,Other Regional Centres,Traralgon,155.0
2332,2003,4,Other Regional Centres,Wanagaratta,145.0
2333,2003,4,Other Regional Centres,Warragul,170.0
2334,2003,4,Other Regional Centres,Warrnambool,170.0
2335,2003,4,Other Regional Centres,Wodonga,175.0
2336,2004,1,Inner Melbourne,Albert Park-Middle Park-West St Kilda,300.0
2337,2004,1,Inner Melbourne,Armadale,240.0
2338,2004,1,Inner Melbourne,Carlton North,295.0
2339,2004,1,Inner Melbourne,Carlton-Parkville,285.0
2340,2004,1,Inner Melbourne,CBD-St Kilda Rd,300.0
2341,2004,1,Inner Melbourne,Collingwood-Abbotsford,270.0
2342,2004,1,Inner Melbourne,Docklands,360.0
2343,2004,1,Inner Melbourne,East Melbourne,300.0
2344,2004,1,Inner Melbourne,East St Kilda,215.0
2345,2004,1,Inner Melbourne,Elwood,240.0
2346,2004,1,Inner Melbourne,Fitzroy,295.0
2347,2004,1,Inner Melbourne,Fitzroy North-Clifton Hill,280.0
2348,2004,1,Inner Melbourne,Flemington-Kensington,250.0
2349,2004,1,Inner Melbourne,North Melbourne-West Melbourne,270.0
2350,2004,1,Inner Melbourne,Port Melbourne,350.0
2351,2004,1,Inner Melbourne,Prahran-Windsor,260.0
2352,2004,1,Inner Melbourne,Richmond-Burnley,285.0
2353,2004,1,Inner Melbourne,South Melbourne,325.0
2354,2004,1,Inner Melbourne,South Yarra,265.0
2355,2004,1,Inner Melbourne,Southbank,350.0
2356,2004,1,Inner Melbourne,St Kilda,250.0
2357,2004,1,Inner Melbourne,Toorak,269.0
2358,2004,1,Inner Eastern Melbourne,Balwyn,280.0
2359,2004,1,Inner Eastern Melbourne,Blackburn,230.0
2360,2004,1,Inner Eastern Melbourne,Box Hill,220.0
2361,2004,1,Inner Eastern Melbourne,Bulleen-Templestowe-Doncaster,255.0
2362,2004,1,Inner Eastern Melbourne,Burwood-Ashburton,245.0
2363,2004,1,Inner Eastern Melbourne,Camberwell-Glen Iris,250.0
2364,2004,1,Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,255.0
2365,2004,1,Inner Eastern Melbourne,Chadstone-Oakleigh,225.0
2366,2004,1,Inner Eastern Melbourne,Clayton,210.0
2367,2004,1,Inner Eastern Melbourne,Doncaster East-Donvale,260.0
2368,2004,1,Inner Eastern Melbourne,East Hawthorn,250.0
2369,2004,1,Inner Eastern Melbourne,Glen Waverley-Mulgrave,245.0
2370,2004,1,Inner Eastern Melbourne,Hawthorn,230.0
2371,2004,1,Inner Eastern Melbourne,Kew,270.0
2372,2004,1,Inner Eastern Melbourne,Mount Waverley,235.0
2373,2004,1,Inner Eastern Melbourne,Nunawading-Mitcham,220.0
2374,2004,1,Inner Eastern Melbourne,Vermont-Forest Hill-Burwood East,235.0
2375,2004,1,Southern Melbourne,Aspendale-Chelsea-Carrum,200.0
2376,2004,1,Southern Melbourne,Bentleigh,240.0
2377,2004,1,Southern Melbourne,Brighton,350.0
2378,2004,1,Southern Melbourne,Brighton East,328.0
2379,2004,1,Southern Melbourne,Carnegie,190.0
2380,2004,1,Southern Melbourne,Caulfield,235.0
2381,2004,1,Southern Melbourne,Cheltenham,235.0
2382,2004,1,Southern Melbourne,Elsternwick,240.0
2383,2004,1,Southern Melbourne,Hampton-Beaumaris,310.0
2384,2004,1,Southern Melbourne,Malvern,270.0
2385,2004,1,Southern Melbourne,Malvern East,250.0
2386,2004,1,Southern Melbourne,Mentone-Parkdale-Mordialloc,195.0
2387,2004,1,Southern Melbourne,Murrumbeena-Hughesdale,210.0
2388,2004,1,Outer Western Melbourne,Altona,195.0
2389,2004,1,Outer Western Melbourne,Footscray,170.0
2390,2004,1,Outer Western Melbourne,Keilor East-Avondale Heights,220.0
2391,2004,1,Outer Western Melbourne,Melton,175.0
2392,2004,1,Outer Western Melbourne,Newport-Spotswood,215.0
2393,2004,1,Outer Western Melbourne,St Albans-Deer Park,170.0
2394,2004,1,Outer Western Melbourne,Sunshine,163.0
2395,2004,1,Outer Western Melbourne,Sydenham,215.0
2396,2004,1,Outer Western Melbourne,Werribee-Hoppers Crossing,185.0
2397,2004,1,Outer Western Melbourne,West Footscray,170.0
2398,2004,1,Outer Western Melbourne,Williamstown,270.0
2399,2004,1,Outer Western Melbourne,Yarraville-Seddon,215.0
2400,2004,1,North Western Melbourne,Broadmeadows-Roxburgh Park,190.0
2401,2004,1,North Western Melbourne,Brunswick,210.0
2402,2004,1,North Western Melbourne,Coburg-Pascoe Vale South,220.0
2403,2004,1,North Western Melbourne,Craigieburn,200.0
2404,2004,1,North Western Melbourne,East Brunswick,265.0
2405,2004,1,North Western Melbourne,Essendon,200.0
2406,2004,1,North Western Melbourne,Gladstone Park-Tullamarine,200.0
2407,2004,1,North Western Melbourne,Keilor,228.0
2408,2004,1,North Western Melbourne,Moonee Ponds-Ascot Vale,225.0
2409,2004,1,North Western Melbourne,Oak Park-Glenroy-Fawkner,185.0
2410,2004,1,North Western Melbourne,Pascoe Vale-Coburg North,200.0
2411,2004,1,North Western Melbourne,Sunbury,200.0
2412,2004,1,North Western Melbourne,West Brunswick,185.0
2413,2004,1,North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,220.0
2414,2004,1,North Eastern Melbourne,Eltham-Research-Montmorency,233.0
2415,2004,1,North Eastern Melbourne,Fairfield-Alphington,190.0
2416,2004,1,North Eastern Melbourne,Heidelberg-Heidelberg West,220.0
2417,2004,1,North Eastern Melbourne,Ivanhoe-Ivanhoe East,220.0
2418,2004,1,North Eastern Melbourne,Mill Park-Epping,210.0
2419,2004,1,North Eastern Melbourne,Northcote,233.0
2420,2004,1,North Eastern Melbourne,Preston,200.0
2421,2004,1,North Eastern Melbourne,Reservoir,185.0
2422,2004,1,North Eastern Melbourne,Thomastown-Lalor,183.0
2423,2004,1,North Eastern Melbourne,Thornbury,185.0
2424,2004,1,North Eastern Melbourne,Whittlesea,200.0
2425,2004,1,Outer Eastern Melbourne,Bayswater,185.0
2426,2004,1,Outer Eastern Melbourne,Boronia,190.0
2427,2004,1,Outer Eastern Melbourne,Croydon-Lilydale,200.0
2428,2004,1,Outer Eastern Melbourne,Ferntree Gully,195.0
2429,2004,1,Outer Eastern Melbourne,Ringwood,190.0
2430,2004,1,Outer Eastern Melbourne,Rowville,240.0
2431,2004,1,Outer Eastern Melbourne,Wantirna-Scoresby,230.0
2432,2004,1,Outer Eastern Melbourne,Yarra Ranges,190.0
2433,2004,1,South Eastern Melbourne,Berwick,211.0
2434,2004,1,South Eastern Melbourne,Cranbourne,175.0
2435,2004,1,South Eastern Melbourne,Dandenong,153.0
2436,2004,1,South Eastern Melbourne,Dandenong North-Endeavour Hills,180.0
2437,2004,1,South Eastern Melbourne,Narre Warren-Hampton Park,190.0
2438,2004,1,South Eastern Melbourne,Noble Park,160.0
2439,2004,1,South Eastern Melbourne,Pakenham,180.0
2440,2004,1,South Eastern Melbourne,Springvale,170.0
2441,2004,1,Mornington Peninsula,Dromana-Portsea,170.0
2442,2004,1,Mornington Peninsula,Frankston,180.0
2443,2004,1,Mornington Peninsula,Hastings-Flinders,180.0
2444,2004,1,Mornington Peninsula,Mt Eliza-Mornington-Mt Martha,225.0
2445,2004,1,Mornington Peninsula,Seaford-Carrum Downs,185.0
2446,2004,1,Geelong,Belmont-Grovedale,180.0
2447,2004,1,Geelong,Corio,150.0
2448,2004,1,Geelong,Geelong-Newcombe,175.0
2449,2004,1,Geelong,Herne Hill-Geelong West,160.0
2450,2004,1,Geelong,Lara,195.0
2451,2004,1,Geelong,Newtown,175.0
2452,2004,1,Geelong,North Geelong,165.0
2453,2004,1,Ballarat,Ballarat,170.0
2454,2004,1,Ballarat,Mount Clear-Buninyong,175.0
2455,2004,1,Ballarat,Sebastopol-Delacombe,160.0
2456,2004,1,Ballarat,Wendouree-Alfredton,180.0
2457,2004,1,Bendigo,Bendigo,165.0
2458,2004,1,Bendigo,Flora Hill-Bendigo East,180.0
2459,2004,1,Bendigo,Golden Square-Kangaroo Flat,180.0
2460,2004,1,Bendigo,North Bendigo,165.0
2461,2004,1,Other Regional Centres,Bairnsdale,160.0
2462,2004,1,Other Regional Centres,Benalla,160.0
2463,2004,1,Other Regional Centres,Castlemaine,160.0
2464,2004,1,Other Regional Centres,Echuca,180.0
2465,2004,1,Other Regional Centres,Hamilton,140.0
2466,2004,1,Other Regional Centres,Horsham,150.0
2467,2004,1,Other Regional Centres,Mildura,165.0
2468,2004,1,Other Regional Centres,Moe-Newborough,105.0
2469,2004,1,Other Regional Centres,Morwell,120.0
2470,2004,1,Other Regional Centres,Ocean Grove-Barwon Heads,180.0
2471,2004,1,Other Regional Centres,Portland,149.0
2472,2004,1,Other Regional Centres,Sale-Maffra,140.0
2473,2004,1,Other Regional Centres,Seymour,145.0
2474,2004,1,Other Regional Centres,Shepparton,165.0
2475,2004,1,Other Regional Centres,Swan Hill,150.0
2476,2004,1,Other Regional Centres,Torquay,220.0
2477,2004,1,Other Regional Centres,Traralgon,158.0
2478,2004,1,Other Regional Centres,Wanagaratta,150.0
2479,2004,1,Other Regional Centres,Warragul,170.0
2480,2004,1,Other Regional Centres,Warrnambool,170.0
2481,2004,1,Other Regional Centres,Wodonga,175.0
2482,2004,2,Inner Melbourne,Albert Park-Middle Park-West St Kilda,300.0
2483,2004,2,Inner Melbourne,Armadale,235.0
2484,2004,2,Inner Melbourne,Carlton North,300.0
