,coordinates,cost_text,name,rooms
7124,"[-37.8362161, 144.9672523]",550.0,506/99 Palmerston Crescent South Melbourne VIC 3205,"['2 Beds', '1 Bath', '1 Parking']"
7125,"[-37.834489, 144.969154]",500.0,1/320 Kings Way South Melbourne VIC 3205,"['2 Beds', '1 Bath', '1 Parking']"
7126,"[-37.83340219999999, 144.9690569]",141.25,203/39 Park Street South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7127,"[-37.8301549, 144.9500578]",1500.0,2702/89 Gladstone Street South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7128,"[-37.83087750000001, 144.9686406]",800.0,117/39 Dorcas St South Melbourne VIC 3205,"['3 Beds', '2 Baths', '2 Parking']"
7129,"[-37.8302556, 144.9579151]",420.0,230/85 Market Street South Melbourne VIC 3205,"['1 Bed', '1 Bath']"
7130,"[-37.8349728, 144.9702116]",520.0,M01/338 KINGS WAY South Melbourne VIC 3205,"['2 Beds', '1 Bath', '1 Parking']"
7131,"[-37.835865, 144.967423]",750.0,114 Palmerston Crescent South Melbourne VIC 3205,"['2 Beds', '1 Bath', '1 Parking']"
7132,"[-37.8340743, 144.9710361]",620.0,2303/50 Albert Road South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7133,"[-37.8301549, 144.9500578]",425.0,2204/89 Gladstone Street South Melbourne VIC 3205,"['1 Bed', '1 Bath']"
7134,"[-37.8340743, 144.9710361]",670.0,UNIT 2709/50 ALBERT ROAD South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7135,"[-37.8362161, 144.9672523]",600.0,201/99 Palmerston Crescent South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7136,"[-37.83184019999999, 144.9682462]",430.0,1309/38 Bank Street South Melbourne VIC 3205,"['1 Bed', '1 Bath', '1 Parking']"
7137,"[-37.8340743, 144.9710361]",575.0,1104/50 Albert Road South Melbourne VIC 3205,"['2 Beds', '1 Bath', '1 Parking']"
7138,"[-37.8331995, 144.9591568]",390.0,207/244 Dorcas Street South Melbourne VIC 3205,"['1 Bed', '1 Bath']"
7139,"[-37.8303231, 144.9466244]",500.0,305/253 Normanby Road South Melbourne VIC 3205,"['1 Bed', '1 Bath']"
7140,"[-37.831116, 144.967873]",400.0,16/69 Dorcas Street South Melbourne VIC 3205,"['1 Bed', '1 Bath', '1 Parking']"
7141,"[-37.837159, 144.967178]",750.0,705/196 Albert Road South Melbourne VIC 3205,"['2 Beds', '2 Baths', '2 Parking']"
7142,"[-37.8340898, 144.9644748]",780.0,2/5 Heather Street South Melbourne VIC 3205,"['2 Beds', '3 Baths']"
7143,"[-37.834489, 144.969154]",1000.0,2/320 Kings Way South Melbourne VIC 3205,"['4 Beds', '1 Bath', '3 Parking']"
7144,"[-37.8327709, 144.9649496]",750.0,Rear/114 Bank Street South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7145,"[-37.8324814, 144.9543972]",950.0,188 Ferrars Street South Melbourne VIC 3205,"['3 Beds', '2 Baths', '1 Parking']"
7146,"[-37.83087750000001, 144.9686406]",700.0,38/39 Dorcas Street South Melbourne VIC 3205,"['3 Beds', '2 Baths', '1 Parking']"
7147,"[-37.8338889, 144.963937]",800.0,South Melbourne VIC 3205,"['2 Beds', '1 Bath', '1 Parking']"
7148,"[-37.83340219999999, 144.9690569]",580.0,110/39 Park Street South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7149,"[-37.83340219999999, 144.9690569]",580.0,109/39 Park Street South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7150,"[-37.83340219999999, 144.9690569]",565.0,104/39 Park Street South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7151,"[-37.83340219999999, 144.9690569]",565.0,103/39 Park Street South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7152,"[-37.8359139, 144.9649907]",415.0,7/307 Moray St South Melbourne VIC 3205,"['1 Bed', '1 Bath', '1 Parking']"
7153,"[-37.8344528, 144.9612393]",650.0,144 Clarendon St South Melbourne VIC 3205,"['2 Beds', '1 Bath', '2 Parking']"
7154,"[-37.8302556, 144.9579151]",2000.0,85 Market Street South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7155,"[-37.8313583, 144.952254]",450.0,211/59 Thistlethwaite Street South Melbourne VIC 3205,"['1 Bed', '1 Bath']"
7156,"[-37.8369768, 144.9669056]",800.0,503/78 Eastern Road South Melbourne VIC 3205,"['2 Beds', '2 Baths', '2 Parking']"
7157,"[-37.8299599, 144.9532581]",800.0,1706/138 Ferrars Street South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7158,"[-37.8302556, 144.9579151]",400.0,424/85 Market Street South Melbourne VIC 3205,"['1 Bed', '1 Bath']"
7159,"[-37.8315658, 144.9691314]",550.0,1001/28 Bank Street South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7160,"[-37.8299599, 144.9532581]",700.0,1301/138 Ferrars Street South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7161,"[-37.8329942, 144.9598221]",800.0,106/5 John Street South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7162,"[-37.8383083, 144.9499665]",590.0,16 Tribe Street South Melbourne VIC 3205,"['3 Beds', '2 Baths', '1 Parking']"
7163,"[-37.8289453, 144.9582059]",650.0,5/120 Clarendon Street South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7164,"[-37.8338255, 144.969229]",295.0,313 Kings Way South Melbourne VIC 3205,"['0 Beds', '1 Bath']"
7165,"[-37.83340219999999, 144.9690569]",650.0,504/39 Park Street South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7166,"[-37.8299599, 144.9532581]",925.0,1006/138 Ferrars Street South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7167,"[-37.8299599, 144.9532581]",900.0,1104/138 Ferrars Street South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7168,"[-37.8301164, 144.9569041]",3750.0,901 & 902/85 Market Street South Melbourne VIC 3205,"['3 Beds', '3 Baths', '1 Parking']"
7169,"[-37.5931216, 143.8276673]",380.0,351 Vickers Street Sebastopol VIC 3356,"['4 Beds', '2 Baths', '2 Parking']"
7170,"[-37.5894191, 143.8422562]",185.0,5/6 Bala Street Sebastopol VIC 3356,"['1 Bed', '1 Bath', '1 Parking']"
7171,"[-37.5944046, 143.8214056]",430.0,27 Ascot Gardens Drive Delacombe VIC 3356,"['4 Beds', '2 Baths', '2 Parking']"
7172,"[-37.5988867, 143.8317771]",375.0,141 Grant Street Sebastopol VIC 3356,"['3 Beds', '1 Bath', '1 Parking']"
7173,"[-37.6025129, 143.8374195]",400.0,3 Matthew Court Sebastopol VIC 3356,"['4 Beds', '2 Baths', '3 Parking']"
7174,"[-37.5778269, 143.7952738]",600.0,6 Silver Leaf Way Delacombe VIC 3356,"['4 Beds', '2 Baths', '2 Parking']"
7175,"[-37.5937031, 143.8277905]",400.0,44 Baudinette Drive Sebastopol VIC 3356,"['4 Beds', '2 Baths', '2 Parking']"
7176,"[-37.5944781, 143.8323301]",340.0,6 Pozieres Place Sebastopol VIC 3356,"['2 Beds', '2 Baths', '1 Parking']"
7177,"[-37.5939081, 143.8336013]",320.0,12 Albion Street Sebastopol VIC 3356,"['4 Beds', '1 Bath', '1 Parking']"
7178,"[-37.5909455, 143.8314802]",295.0,2/59 Grant Street Sebastopol VIC 3356,"['2 Beds', '1 Bath', '1 Parking']"
7179,"[-37.5966939, 143.8451838]",290.0,1 Nanta Court Sebastopol VIC 3356,"['3 Beds', '2 Baths', '1 Parking']"
7180,"[-37.582206, 143.8145556]",400.0,7 Begonia Court Delacombe VIC 3356,"['3 Beds', '2 Baths', '2 Parking']"
7181,"[-37.5950859, 143.8405803]",390.0,160 Albert Street Sebastopol VIC 3356,"['4 Beds', '1 Bath']"
7182,"[-37.5885042, 143.8104628]",420.0,11 Edgewood Court Delacombe VIC 3356,"['3 Beds', '2 Baths', '2 Parking']"
7183,"[-37.6097379, 143.8373347]",385.0,18 Nelson Street Sebastopol VIC 3356,"['3 Beds', '1 Bath', '6 Parking']"
7184,"[-37.5834477, 143.796622]",410.0,427 Greenhalghs Road Delacombe VIC 3356,"['4 Beds', '2 Baths', '2 Parking']"
7185,"[-37.5930717, 143.8302075]",317.0,329 Vickers Street Sebastopol VIC 3356,"['4 Beds', '2 Baths', '2 Parking']"
7186,"[-37.5835897, 143.8401348]",330.0,2A Kent Street Sebastopol VIC 3356,"['3 Beds', '2 Baths', '2 Parking']"
7187,"[-37.589665, 143.8136486]",625.0,201 Smythes Rd Delacombe VIC 3356,"['6 Beds', '2 Baths', '4 Parking']"
7188,"[-37.5925008, 143.831056]",350.0,76 Grant Street Sebastopol VIC 3356,"['3 Beds', '2 Baths', '2 Parking']"
7191,"[-37.5841808, 143.8089573]",350.0,1 Scotcher Court Delacombe VIC 3356,"['2 Beds', '1 Bath', '1 Parking']"
7192,"[-38.0545163, 144.3180895]",700.0,740 Anakie Road Lovely Banks VIC 3213,"['4 Beds', '2 Baths', '2 Parking']"
7193,"[-38.0871617, 144.3326465]",490.0,24 Coakley Crescent Lovely Banks VIC 3213,"['4 Beds', '2 Baths', '2 Parking']"
7194,"[-38.0133598, 144.3433953]",850.0,70 Stacey's Road Anakie VIC 3213,"['4 Beds', '2 Baths', '2 Parking']"
7195,"[-35.3415227, 143.5539618]",340.0,1/16 Gummow Street Swan Hill VIC 3585,"['2 Beds', '1 Bath', '1 Parking']"
7196,"[-35.343009, 143.543465]",350.0,166 Murlong Street Swan Hill VIC 3585,"['3 Beds', '1 Bath', '2 Parking']"
7197,"[-35.3510268, 143.562967]",310.0,14 Wilson Street Swan Hill VIC 3585,"['3 Beds', '1 Bath', '1 Parking']"
7198,"[-35.3453274, 143.5506501]",270.0,171 Stradbroke Avenue Swan Hill VIC 3585,"['3 Beds', '1 Bath', '1 Parking']"
7200,"[-35.332089, 143.562287]",320.0,5/14 Milloo Street Swan Hill VIC 3585,"['2 Beds', '1 Bath', '1 Parking']"
7204,"[-35.3443607, 143.5583818]",320.0,75 Splatt Street Swan Hill VIC 3585,"['2 Beds', '2 Baths', '1 Parking']"
7206,"[-37.8693726, 144.7651361]",320.0,3/26-28 Balmoral Street South Altona Meadows VIC 3028,"['2 Beds', '1 Bath', '1 Parking']"
7207,"[-37.8733183, 144.7595718]",330.0,1/25 Point Cook Road Seabrook VIC 3028,"['2 Beds', '1 Bath', '1 Parking']"
7208,"[-37.8723451, 144.7553001]",460.0,37 Crellin Avenue Altona Meadows VIC 3028,"['3 Beds', '2 Baths', '2 Parking']"
7209,"[-37.8592596, 144.773026]",340.0,36 Charlesworth St Laverton VIC 3028,"['3 Beds', '1 Bath']"
7210,"[-37.8541328, 144.7733694]",330.0,4 Snowden Street Laverton VIC 3028,"['3 Beds', '1 Bath', '1 Parking']"
7211,"[-37.8733918, 144.7845306]",430.0,324A Queen Street Altona Meadows VIC 3028,"['3 Beds', '2 Baths', '2 Parking']"
7212,"[-37.8618848, 144.7689912]",360.0,1 Goble Street Laverton VIC 3028,"['3 Beds', '1 Bath', '2 Parking']"
7213,"[-37.8682711, 144.7763742]",405.0,18 Cameron Avenue Altona Meadows VIC 3028,"['4 Beds', '1 Bath', '4 Parking']"
7214,"[-37.8675613, 144.7771475]",420.0,1/57 Linden Street Altona Meadows VIC 3028,"['3 Beds', '2 Baths', '2 Parking']"
7215,"[-37.8520906, 144.7727611]",460.0,13 Parkside Walk Laverton VIC 3028,"['3 Beds', '3 Baths', '2 Parking']"
7216,"[-37.877187, 144.781125]",350.0,1A Tyrell Court Altona Meadows VIC 3028,"['3 Beds', '1 Bath', '3 Parking']"
7217,"[-37.8719467, 144.7781771]",395.0,120/390 Queen Street Altona Meadows VIC 3028,"['2 Beds', '2 Baths', '1 Parking']"
7218,"[-37.8719467, 144.7781771]",390.0,218/390 Queen Street Altona Meadows VIC 3028,"['2 Beds', '2 Baths', '1 Parking']"
7219,"[-37.88006379999999, 144.7773186]",340.0,86 Nelson Drive Altona Meadows VIC 3028,"['2 Beds', '1 Bath', '2 Parking']"
7220,"[-37.852183, 144.7769322]",420.0,5/1-3 Bellin Street Laverton VIC 3028,"['3 Beds', '2 Baths', '2 Parking']"
7221,"[-37.867795, 144.7653]",325.0,127A Alma Avenue Laverton VIC 3028,"['2 Beds', '1 Bath', '1 Parking']"
7222,"[-37.8708713, 144.761523]",360.0,5 Fitzpatrick Drive Altona Meadows VIC 3028,"['3 Beds', '1 Bath', '1 Parking']"
7223,"[-37.8800359, 144.7595273]",460.0,20 Canonbury Circle Seabrook VIC 3028,"['3 Beds', '2 Baths', '2 Parking']"
7224,"[-37.86051399999999, 144.767167]",340.0,6 Badge Court Laverton VIC 3028,"['3 Beds', '1 Bath', '2 Parking']"
7225,"[-37.8695582, 144.7808816]",370.0,46 Powlett Street Altona Meadows VIC 3028,"['3 Beds', '1 Bath', '2 Parking']"
7226,"[-37.8747771, 144.7722963]",440.0,10 Walters Court Altona Meadows VIC 3028,"['3 Beds', '2 Baths']"
7227,"[-37.8786326, 144.7734553]",410.0,10 Reddrop Court Altona Meadows VIC 3028,"['4 Beds', '2 Baths', '2 Parking']"
7228,"[-37.8602259, 144.7670168]",330.0,5/21 Sumers Street Laverton VIC 3028,"['1 Bed', '1 Bath', '1 Parking']"
7229,"[-37.8746018, 144.7875358]",480.0,9 O'Brien Court Altona Meadows VIC 3028,"['3 Beds', '1 Bath', '1 Parking']"
7230,"[-37.8497325, 144.7786064]",380.0,28 Chirnside Crescent Laverton VIC 3028,"['3 Beds', '1 Bath', '2 Parking']"
7231,"[-37.884934200000004, 144.7745284]",420.0,1 Selwood Place Altona Meadows VIC 3028,"['3 Beds', '1 Bath', '2 Parking']"
7232,"[-37.8614953, 144.7677465]",380.0,3/4 Allen Street Laverton VIC 3028,"['2 Beds', '1 Bath', '1 Parking']"
7233,"[-37.8760227, 144.7767351]",355.0,1/172 Merton Street Altona Meadows VIC 3028,"['2 Beds', '1 Bath', '1 Parking']"
7234,"[-37.8817589, 144.7844018]",420.0,Altona Meadows VIC 3028,"['3 Beds', '1 Bath', '3 Parking']"
7235,"[-37.8476086, 144.7798513]",470.0,13 Tyquin Street Laverton VIC 3028,"['3 Beds', '2 Baths', '1 Parking']"
7236,"[-37.877093, 144.782283]",340.0,1A Huggins Court Altona Meadows VIC 3028,"['2 Beds', '1 Bath', '1 Parking']"
7237,"[-37.8530442, 144.7748718]",550.0,6/15 Barwise Street Laverton VIC 3028,"['4 Beds', '3 Baths', '2 Parking']"
7238,"[-37.870888, 144.7853217]",375.0,2/64 Talbot Street Altona Meadows VIC 3028,"['2 Beds', '1 Bath', '1 Parking']"
7239,"[-37.8829775, 144.7801947]",380.0,5 Lempriere Court Altona Meadows VIC 3028,"['3 Beds', '2 Baths', '2 Parking']"
7240,"[-37.8785551, 144.7735212]",350.0,2/12 Reddrop Court Altona Meadows VIC 3028,"['2 Beds', '1 Bath', '1 Parking']"
7241,"[-37.8881748, 144.7771898]",340.0,311 Victoria Street Altona Meadows VIC 3028,"['3 Beds', '2 Baths', '4 Parking']"
7242,"[-37.8757987, 144.7774366]",380.0,129 Merton Street Altona Meadows VIC 3028,"['3 Beds', '1 Bath', '2 Parking']"
7243,"[-37.861233, 144.7702789]",340.0,129 Bladin Street Laverton VIC 3028,"['3 Beds', '1 Bath', '2 Parking']"
7244,"[-37.8522912, 144.7711803]",340.0,9 Cole Street Laverton VIC 3028,"['3 Beds', '1 Bath', '2 Parking']"
7245,"[-37.87573, 144.7873211]",380.0,8 Laird Drive Altona Meadows VIC 3028,"['3 Beds', '1 Bath', '2 Parking']"
7246,"[-37.87287, 144.7775977]",390.0,93 Merton Street Altona Meadows VIC 3028,"['3 Beds', '2 Baths', '2 Parking']"
7247,"[-37.8673874, 144.7653858]",490.0,128 Alma Avenue Laverton VIC 3028,"['3 Beds', '2 Baths', '1 Parking']"
7248,"[-37.8524334, 144.7772649]",450.0,1/5 Bellin Street Laverton VIC 3028,"['3 Beds', '2 Baths', '1 Parking']"
7249,"[-37.8628597, 144.7692595]",440.0,1B Allen Street Laverton VIC 3028,"['3 Beds', '2 Baths', '1 Parking']"
7250,"[-37.8742288, 144.7843159]",400.0,16 Mildenhall Court Altona Meadows VIC 3028,"['4 Beds', '2 Baths', '1 Parking']"
7251,"[-37.8535048, 144.7701501]",410.0,1/26 Wackett Street Laverton VIC 3028,"['3 Beds', '2 Baths', '1 Parking']"
7252,"[-37.8740786, 144.7713924]",360.0,2 Gazley Court Altona Meadows VIC 3028,"['3 Beds', '1 Bath', '1 Parking']"
7253,"[-37.849275, 144.7743674]",380.0,11 Bladin Street Laverton VIC 3028,"['3 Beds', '2 Baths']"
7254,"[-37.8775619, 144.7611797]",440.0,66 Mintaro Way Seabrook VIC 3028,"['3 Beds', '2 Baths', '2 Parking']"
7255,"[-37.8757885, 144.7821694]",390.0,9 Susmann Court Altona Meadows VIC 3028,"['3 Beds', '1 Bath', '1 Parking']"
7256,"[-37.8494882, 144.7771469]",340.0,24 Henderson street Laverton VIC 3028,"['3 Beds', '1 Bath']"
7257,"[-37.8719429, 144.7716009]",420.0,25 Whitehead Court Altona Meadows VIC 3028,"['3 Beds', '1 Bath', '2 Parking']"
7258,"[-37.8730453, 144.7856468]",380.0,325 Queen Street Altona Meadows VIC 3028,"['3 Beds', '1 Bath', '2 Parking']"
7259,"[-37.877656, 144.780341]",320.0,2/60 Trafalgar Avenue Altona Meadows VIC 3028,"['2 Beds', '1 Bath', '1 Parking']"
7260,"[-37.880052, 144.7735378]",380.0,3/37-39 May Avenue Altona Meadows VIC 3028,"['3 Beds', '1 Bath', '1 Parking']"
7261,"[-37.8659604, 144.7674253]",350.0,3/113-115 Railway Avenue Laverton VIC 3028,"['2 Beds', '1 Bath', '1 Parking']"
7262,"[-37.879321, 144.772139]",340.0,48 May Avenue Altona Meadows VIC 3028,"['2 Beds', '1 Bath', '1 Parking']"
7263,"[-37.8640666, 144.7679181]",340.0,66 Maher Road Laverton VIC 3028,"['3 Beds', '1 Bath', '2 Parking']"
7264,"[-37.8646, 144.773627]",360.0,6 High Street Laverton VIC 3028,"['3 Beds', '1 Bath', '2 Parking']"
7266,"[-37.8694923, 144.7630252]",320.0,31 Ailsa Street (BACK) Altona Meadows VIC 3028,"['2 Beds', '1 Bath']"
7267,"[-37.8636234, 144.7759879]",360.0,2/19 Railway Avenue Laverton VIC 3028,"['2 Beds', '1 Bath', '1 Parking']"
7268,"[-37.85522539999999, 144.7760308]",450.0,8 Creswick Street Laverton VIC 3028,"['3 Beds', '2 Baths', '2 Parking']"
7269,"[-37.8558257, 144.7744855]",330.0,6 Evans Crescent Laverton VIC 3028,"['3 Beds', '1 Bath', '2 Parking']"
7270,"[-37.8683877, 144.7816114]",360.0,2/39 Powlett Street Altona Meadows VIC 3028,"['2 Beds', '1 Bath', '1 Parking']"
7271,"[-37.8512148, 144.7721334]",330.0,6 Butcher Crescent Laverton VIC 3028,"['3 Beds', '1 Bath', '1 Parking']"
7272,"[-37.8504412, 144.7766318]",325.0,12 Chirnside Crescent Laverton VIC 3028,"['3 Beds', '1 Bath', '2 Parking']"
7273,"[-37.8627704, 144.7679611]",350.0,1 Burke Court Laverton VIC 3028,"['3 Beds', '1 Bath', '2 Parking']"
7274,"[-37.8744732, 144.7823012]",370.0,4/41-43 Balaclave Avenue Altona Meadows VIC 3028,"['2 Beds', '1 Bath', '1 Parking']"
7275,"[-37.8552542, 144.7732406]",400.0,3/92 Bladin Street Laverton VIC 3028,"['3 Beds', '1 Bath', '2 Parking']"
7276,"[-37.8621314, 144.7737557]",300.0,33 Woods Street Laverton VIC 3028,"['3 Beds', '1 Bath', '1 Parking']"
7277,"[-37.8624491, 144.7676606]",380.0,1/6 Burke Court Laverton VIC 3028,"['2 Beds', '1 Bath', '1 Parking']"
7278,"[-37.8503208, 144.7752152]",325.0,25 Bladin Street Laverton VIC 3028,"['3 Beds', '1 Bath', '1 Parking']"
7279,"[-37.8483295, 144.7797225]",320.0,23 Tyquin Street Laverton VIC 3028,"['3 Beds', '1 Bath', '2 Parking']"
7280,"[-37.8550666, 144.7705901]",430.0,2/42 Wackett Street Laverton VIC 3028,"['3 Beds', '2 Baths', '1 Parking']"
7281,"[-37.8746591, 144.7780698]",400.0,17 Oakes Court Altona Meadows VIC 3028,"['2 Beds', '1 Bath', '2 Parking']"
7282,"[-37.8781296, 144.7552357]",380.0,14 Catherine Road Seabrook VIC 3028,"['3 Beds', '1 Bath', '1 Parking']"
7283,"[-37.8607834, 144.7762025]",300.0,23 Williams Road Laverton VIC 3028,"['3 Beds', '1 Bath', '1 Parking']"
7284,"[-37.8602811, 144.7736699]",320.0,4 Wright Street Laverton VIC 3028,"['2 Beds', '1 Bath', '2 Parking']"
7285,"[-37.8615728, 144.7706867]",340.0,32 Thomas Street Laverton VIC 3028,"['4 Beds', '1 Bath', '2 Parking']"
7286,"[-37.8609802, 144.7761034]",360.0,1/25 Williams Road Laverton VIC 3028,"['3 Beds', '1 Bath', '2 Parking']"
7287,"[-37.851052, 144.7789498]",340.0,52 Tyquin Street Laverton VIC 3028,"['3 Beds', '1 Bath']"
7288,"[-37.8604545, 144.7757732]",330.0,6 Williams Road Laverton VIC 3028,"['3 Beds', '1 Bath', '5 Parking']"
7289,"[-37.8509858, 144.7759879]",325.0,1 Jones Court Laverton VIC 3028,"['3 Beds', '1 Bath', '3 Parking']"
7290,"[-37.861835, 144.7734414]",300.0,32 Woods Street Laverton VIC 3028,"['3 Beds', '1 Bath', '1 Parking']"
7291,"[-37.8808896, 144.7598967]",410.0,14 Addison Place Seabrook VIC 3028,"['3 Beds', '2 Baths', '6 Parking']"
7292,"[-37.8801714, 144.7615851]",400.0,2 Canonbury Circle Seabrook VIC 3028,"['3 Beds', '2 Baths', '2 Parking']"
7293,"[-37.860202, 144.773026]",340.0,3 Armstrong Street Laverton VIC 3028,"['3 Beds', '1 Bath']"
7294,"[-37.878906, 144.767142]",350.0,11 Spicer Boulevard Altona Meadows VIC 3028,"['3 Beds', '1 Bath', '3 Parking']"
7295,"[-37.877848, 144.776929]",360.0,151 Merton Street Altona Meadows VIC 3028,"['3 Beds', '2 Baths', '1 Parking']"
7296,"[-37.8792906, 144.7551713]",360.0,17 ESTHER COURT Seabrook VIC 3028,"['3 Beds', '1 Bath', '2 Parking']"
7297,"[-37.866971, 144.7621652]",330.0,9/161-165 Railway Avenue Laverton VIC 3028,"['2 Beds', '1 Bath', '2 Parking']"
7298,"[-37.8660744, 144.7671317]",350.0,1 Bruce Street Laverton VIC 3028,"['3 Beds', '1 Bath', '1 Parking']"
7299,"[-37.8626265, 144.7737128]",295.0,16 Maher Road Laverton VIC 3028,"['3 Beds', '1 Bath']"
7300,"[-37.85499799999999, 144.7781342]",320.0,98 Tyquin Street Laverton VIC 3028,"['3 Beds', '1 Bath', '2 Parking']"
7301,"[-37.8610222, 144.7763886]",310.0,2/25 Williams Road Laverton VIC 3028,"['2 Beds', '1 Bath', '2 Parking']"
7302,"[-37.8890366, 144.7804355]",325.0,2/277 VICTORIA STREET Altona Meadows VIC 3028,"['2 Beds', '1 Bath', '1 Parking']"
7303,"[-37.864868, 144.772954]",320.0,7 Grace Street Laverton VIC 3028,"['3 Beds', '1 Bath', '3 Parking']"
7304,"[-36.6186409, 143.2579466]",365.0,23 McMahon Street St Arnaud VIC 3478,"['4 Beds', '2 Baths', '2 Parking']"
7305,"[-36.6229971, 143.2634472]",290.0,6 George Street St Arnaud VIC 3478,"['3 Beds', '1 Bath', '4 Parking']"
7306,"[-37.8639769, 144.9904173]",325.0,5/2 Kipling Street St Kilda VIC 3182,"['2 Beds', '1 Bath', '1 Parking']"
7307,"[-37.8604778, 144.9861098]",450.0,1/38 Alma Rd St Kilda VIC 3182,"['2 Beds', '1 Bath']"
7308,"[-37.85820349999999, 144.9894534]",540.0,5/9 Marlton Crescent St Kilda VIC 3182,"['2 Beds', '1 Bath']"
7309,"[-37.8659881, 144.9754249]",395.0,2c/21 The Esplanade St Kilda VIC 3182,"['1 Bed', '1 Bath', '1 Parking']"
7310,"[-37.85915, 144.976195]",310.0,30/233-235 Canterbury Road St Kilda West VIC 3182,"['1 Bed', '1 Bath', '1 Parking']"
7311,"[-37.8633551, 144.9831919]",650.0,17 Charles Street St Kilda VIC 3182,"['2 Beds', '1 Bath', '2 Parking']"
7312,"[-37.8606395, 144.9873877]",330.0,2/52 Alma Road St Kilda VIC 3182,"['1 Bed', '1 Bath', '1 Parking']"
7313,"[-37.8691087, 144.9904222]",450.0,206/126 Chapel Street St Kilda VIC 3182,"['1 Bed', '1 Bath', '1 Parking']"
7314,"[-37.8605244, 144.9828046]",260.0,205/44 Barkly Street St Kilda VIC 3182,"['1 Bed', '1 Bath', '1 Parking']"
7315,"[-37.8707148, 144.981987]",350.0,24/3 Herbert Street St Kilda VIC 3182,"['1 Bed', '1 Bath']"
7316,"[-37.861835, 144.9853221]",450.0,312/196 St Kilda Road St Kilda VIC 3182,"['2 Beds', '1 Bath', '1 Parking']"
7317,"[-37.8660383, 144.9770492]",780.0,61 Acland Street St Kilda VIC 3182,"['2 Beds', '1 Bath']"
7318,"[-37.862216599999996, 144.9912487]",425.0,3/45 Chapel St St Kilda VIC 3182,"['2 Beds', '1 Bath']"
7319,"[-37.8650177, 144.9746821]",2800.0,2401/14-16 The Esplanade St Kilda VIC 3182,"['3 Beds', '2 Baths', '2 Parking']"
7320,"[-37.8675468, 144.9852983]",540.0,4/80 Carlisle Street St Kilda VIC 3182,"['2 Beds', '1 Bath', '1 Parking']"
7321,"[-37.8650177, 144.9746821]",1300.0,2705/14-16 The Esplanade St Kilda VIC 3182,"['1 Bed', '1 Bath', '1 Parking']"
7322,"[-37.85689199999999, 144.984569]",500.0,4/26 Wellington Street St Kilda VIC 3182,"['2 Beds', '1 Bath', '1 Parking']"
