,LGA Name,Facility Name,Suburb/Town,Pcode,Latitude,Longitude,Sports Played
298,Ballarat City Council,Wendouree Sports & Events Centre ,Wendouree,3355,-37.535116,143.843576,Netball (Indoor)
299,Ballarat City Council,Ballarat Yacht Club,Wendouree,3355,-37.55549,143.838349,Sailing
301,Ballarat City Council,Ballarat Skate Park (Len T Fraser Reserve),Ballarat East,3350,-37.566583,143.868055,Skating
302,Ballarat City Council,Alfredton Recreation Reserve,Alfredton,3350,-37.555141,143.799882,Soccer
303,Ballarat City Council,Ballarat Grammar Oval 2,Wendouree,3355,-37.534015,143.831061,Soccer
304,Ballarat City Council,Ballarat Regional Soccer Facility Ballarat Regional Soccer Facility (Morshead Park Stadium),Redan,3350,-37.580091,143.834217,Soccer
305,Ballarat City Council,Ballarat Regional Soccer Facility Ballarat Regional Soccer Facility (Morshead Park Stadium),Redan,3350,-37.580091,143.834217,Soccer
306,Ballarat City Council,Brown Hill Recreation Reserve,Brown Hill,3350,-37.552298,143.896409,Soccer
307,Ballarat City Council,Pleasant Street Reserve,Redan,3350,-37.571823,143.835887,Soccer
308,Ballarat City Council,Russell Square,Ballarat East,3350,-37.555753,143.883908,Soccer
309,Ballarat City Council,St Georges Reserve,Sebastopol,3356,-37.591582,143.838186,Soccer
310,Ballarat City Council,Tom Brown Reserve,Sebastopol,3356,-37.602356,143.845182,Soccer
311,Ballarat City Council,Trekardo Park,Redan,3350,-37.572108,143.837561,Soccer
313,Ballarat City Council,Victoria Park,Ballarat,3350,-37.5636,143.82102,Soccer
314,Ballarat City Council,Wendouree West Recreation Reserve,Wendouree West,3355,-37.525042,143.81885,Soccer
315,Ballarat City Council,East Ballarat Recreation Centre,Ballarat East,3350,-37.560242,143.892582,Soccer (Indoor Soccer / Futsal)
316,Ballarat City Council,Major League Indoor Sports Centre,Ballarat North,3350,-37.542845,143.857234,Soccer (Indoor Soccer / Futsal)
317,Ballarat City Council,Major League Indoor Sports Centre,Ballarat North,3350,-37.542845,143.857234,Soccer (Indoor Soccer / Futsal)
318,Ballarat City Council,Ballarat Squash and Raquetball,Wendouree,3355,-37.541994,143.839993,Squash / Racquetball
319,Ballarat City Council,East Ballarat Recreation Centre,Ballarat East,3350,-37.560242,143.892582,Squash / Racquetball
320,Ballarat City Council,Sebastopol Squash and Raquetball,Sebastopol,3356,-37.593172,143.839209,Squash / Racquetball
321,Ballarat City Council,Ballarat Aquatic Centre,Ballarat,3350,-37.551132,143.818928,Swimming
322,Ballarat City Council,Black Hill Swimming Pool,Black Hill,3350,-37.548972,143.87247,Swimming
323,Ballarat City Council,Brown Hill Swimming Pool,Ballarat,3350,-37.553057,143.89671,Swimming
324,Ballarat City Council,Buninyong Swimming Pool,Buninyong,3357,-37.650262,143.888,Swimming
325,Ballarat City Council,Eureka Swimming Complex,Ballarat,3350,-37.564234,143.885261,Swimming
326,Ballarat City Council,Midlands Aquatic Play Space,Ballarat North,3350,-37.540936,143.859342,Swimming
327,Ballarat City Council,Sebastopol Aquatic Play Space,Sebastopol,3356,-37.593049,143.838478,Swimming
328,Ballarat City Council,Swim & Survival Academy,Wendouree,3355,-37.528395,143.841968,Swimming
329,Ballarat City Council,UniSports Swimming Pool,Mount Helen,3350,-37.625507,143.890819,Swimming
330,Ballarat City Council,Wendouree Swimming Pool,Wendouree,3355,-37.536656,143.841276,Swimming
331,Ballarat City Council,Ballarat Table Tennis Centre,Wendouree,3355,-37.525797,143.841648,Table Tennis
332,Ballarat City Council,Trainor Taekwondo,Lake Gardens,3355,-37.54015,143.818827,Tae Kwon Do
333,Ballarat City Council,Ballarat Ten Pin Bowling Centre,Ballarat North,3350,-37.542732,143.858164,Ten Pin Bowling
334,Ballarat City Council,Tennis Ballarat,Sebastopol,3356,-37.589433,143.829566,Tennis (Indoor)
335,Ballarat City Council,Alfredton Recreation Reserve,Alfredton,3350,-37.555141,143.799882,Tennis (Outdoor)
336,Ballarat City Council,Ballarat Regional Tennis Centre,Wendouree,3355,-37.526586,143.841483,Tennis (Outdoor)
337,Ballarat City Council,Ballarat Regional Tennis Centre,Wendouree,3355,-37.526586,143.841483,Tennis (Outdoor)
338,Ballarat City Council,Buninyong Association Tennis Centre,Buninyong,3357,-37.649105,143.888593,Tennis (Outdoor)
339,Ballarat City Council,C E Brown Recreation Reserve,Wendouree,3355,-37.536707,143.842577,Tennis (Outdoor)
340,Ballarat City Council,Invermay Recreation Reserve,Invermay,3353,-37.523333,143.874412,Tennis (Outdoor)
341,Ballarat City Council,Marty Busch Recreation Reserve,Sebastopol,3356,-37.604027,143.843462,Tennis (Outdoor)
342,Ballarat City Council,Mount Clear Recreation Reserve,Mount Clear,3350,-37.606279,143.874694,Tennis (Outdoor)
343,Ballarat City Council,Mount Helen Tennis Courts,Mount Helen,3350,-37.633129,143.881491,Tennis (Outdoor)
344,Ballarat City Council,East Ballarat Recreation Centre,Ballarat East,3350,-37.560242,143.892582,Volleyball
346,Banyule City Council,Genesis Bundoora,Bundoora,3083,-37.684267,145.071665,Aerobics
347,Banyule City Council,Olympic Park,West Heidelberg ,3081,-37.738083,145.035075,Athletics
348,Banyule City Council,Willinda Park,Montmorency ,3094,-37.710847,145.110006,Athletics
349,Banyule City Council,AK Lines Reserve,Watsonia ,3087,-37.704194,145.087592,Australian Rules Football
350,Banyule City Council,Anthony Beale Reserve,St Helena ,3088,-37.691447,145.126294,Australian Rules Football
351,Banyule City Council,Binnak Park,Bundoora ,3083,-37.697332,145.080915,Australian Rules Football
352,Banyule City Council,Chelsworth Park,Ivanhoe ,3079,-37.77672,145.049173,Australian Rules Football
353,Banyule City Council,De Winton Park,Rosanna,3084,-37.746418,145.067919,Australian Rules Football
354,Banyule City Council,Dunvegan Reserve,Macleod,3085,-37.722727,145.070588,Australian Rules Football
355,Banyule City Council,Elder Street Reserve,Watsonia ,3087,-37.71493,145.090947,Australian Rules Football
356,Banyule City Council,Ford Park,West Heidelberg ,3081,-37.754252,145.037293,Australian Rules Football
357,Banyule City Council,Greensborough Park,Greensborough ,3088,-37.700383,145.106353,Australian Rules Football
358,Banyule City Council,Greensborough War Memorial Reserve,Greensborough ,3088,-37.706035,145.098228,Australian Rules Football
359,Banyule City Council,Heidelberg Cricket Ground,Heidelberg ,3084,-37.753959,145.072988,Australian Rules Football
360,Banyule City Council,Heidelberg Park,Heidelberg ,3084,-37.755878,145.075764,Australian Rules Football
361,Banyule City Council,Ivanhoe Park,Ivanhoe ,3079,-37.772888,145.051829,Australian Rules Football
362,Banyule City Council,Macleod Park,Macleod,3085,-37.72902,145.06907,Australian Rules Football
363,Banyule City Council,Montmorency Park North,Montmorency ,3094,-37.715283,145.113397,Australian Rules Football
364,Banyule City Council,Montmorency Park South,Montmorency,3094,-37.717495,145.113018,Australian Rules Football
365,Banyule City Council,N J Telfer Reserve,Bundoora ,3083,-37.704732,145.065326,Australian Rules Football
366,Banyule City Council,Olympic Park,West Heidelberg ,3081,-37.738083,145.035075,Australian Rules Football
367,Banyule City Council,Petrie Park,Montmorency ,3094,-37.717216,145.125934,Australian Rules Football
368,Banyule City Council,Seddon Reserve,Ivanhoe ,3079,-37.765457,145.032107,Australian Rules Football
369,Banyule City Council,Shelley Park,Heidelberg Heights ,3081,-37.740974,145.049584,Australian Rules Football
370,Banyule City Council,Simms Road Reserve,Montmorency ,3094,-37.712414,145.109734,Australian Rules Football
371,Banyule City Council,Warringal Parklands,Heidelberg,3084,-37.752489,145.079546,Australian Rules Football
372,Banyule City Council,Whatmough Park,Greensborough,3088,-37.699948,145.104116,Australian Rules Football
373,Banyule City Council,Winsor Reserve,Macleod ,3085,-37.71796,145.080081,Australian Rules Football
374,Banyule City Council,Yulong Reserve,Bundoora ,3083,-37.697336,145.061188,Australian Rules Football
375,Banyule City Council,Macleod Recreation & Fitness Centre,Macleod,3085,-37.723317,145.068971,Badminton
376,Banyule City Council,Chelsworth Park,Ivanhoe ,3079,-37.77672,145.049173,Baseball
377,Banyule City Council,Elder Street Reserve,Watsonia ,3087,-37.71493,145.090947,Baseball
378,Banyule City Council,Glenauburn Reserve,Lower Plenty ,3093,-37.727341,145.108231,Baseball
379,Banyule City Council,Loyola Reserve,Bundoora ,3083,-37.703645,145.075398,Baseball
380,Banyule City Council,Malcolm Blair Reserve,Eltham North ,3095,-37.701774,145.125942,Baseball
381,Banyule City Council,Yulong Reserve,Bundoora ,3083,-37.697336,145.061188,Baseball
382,Banyule City Council,Macleod Recreation & Fitness Centre,Macleod,3085,-37.723317,145.068971,Basketball
383,Banyule City Council,Olympic Leisure Centre,West Heidelberg ,3081,-37.740147,145.040629,Basketball
384,Banyule City Council,Macleod Recreation & Fitness Centre,Macleod,3085,-37.723317,145.068971,Boxing
385,Banyule City Council,AK Lines Reserve,Watsonia ,3087,-37.704194,145.087592,Cricket
386,Banyule City Council,Anthony Beale Reserve,St Helena ,3088,-37.691447,145.126294,Cricket
387,Banyule City Council,Banyule Flats Reserve,Viewbank,3084,-37.747777,145.08857,Cricket
388,Banyule City Council,Binnak Park,Bundoora ,3083,-37.697332,145.080915,Cricket
389,Banyule City Council,Cartledge Reserve,Ivanhoe ,3079,-37.760286,145.034231,Cricket
390,Banyule City Council,Central Park,Greensborough ,3088,-37.715628,145.105598,Cricket
391,Banyule City Council,Chelsworth Park,Ivanhoe ,3079,-37.77672,145.049173,Cricket
392,Banyule City Council,Chelsworth Park,Ivanhoe ,3079,-37.77672,145.049173,Cricket
393,Banyule City Council,De Winton Park,Rosanna,3084,-37.746418,145.067919,Cricket
394,Banyule City Council,Dunvegan Reserve,Macleod,3085,-37.722727,145.070588,Cricket
395,Banyule City Council,Elder Street Reserve,Watsonia ,3087,-37.71493,145.090947,Cricket
396,Banyule City Council,Ford Park,West Heidelberg ,3081,-37.754252,145.037293,Cricket
397,Banyule City Council,Glenauburn Reserve,Lower Plenty ,3093,-37.727341,145.108231,Cricket
398,Banyule City Council,Greensborough Park,Greensborough ,3088,-37.700383,145.106353,Cricket
399,Banyule City Council,Greensborough War Memorial Reserve,Greensborough ,3088,-37.706035,145.098228,Cricket
400,Banyule City Council,Heidelberg Cricket Ground,Heidelberg ,3084,-37.753959,145.072988,Cricket
401,Banyule City Council,Heidelberg Park,Heidelberg ,3084,-37.755878,145.075764,Cricket
402,Banyule City Council,Ivanhoe Park,Ivanhoe ,3079,-37.772888,145.051829,Cricket
403,Banyule City Council,James Reserve,Heidelberg Heights,3081,-37.749856,145.052201,Cricket
404,Banyule City Council,Loyola Reserve,Bundoora ,3083,-37.703645,145.075398,Cricket
405,Banyule City Council,Macleod Park,Macleod,3085,-37.72902,145.06907,Cricket
406,Banyule City Council,Montmorency Park North,Montmorency ,3094,-37.715283,145.113397,Cricket
407,Banyule City Council,Montmorency Park South,Montmorency,3094,-37.717495,145.113018,Cricket
408,Banyule City Council,N J Telfer Reserve,Bundoora ,3083,-37.704732,145.065326,Cricket
409,Banyule City Council,Olympic Park,West Heidelberg ,3081,-37.738083,145.035075,Cricket
410,Banyule City Council,Petrie Park,Montmorency ,3094,-37.717216,145.125934,Cricket
411,Banyule City Council,Seddon Reserve,Ivanhoe ,3079,-37.765457,145.032107,Cricket
412,Banyule City Council,Shelley Park,Heidelberg Heights ,3081,-37.740974,145.049584,Cricket
413,Banyule City Council,Simms Road Reserve,Montmorency ,3094,-37.712414,145.109734,Cricket
414,Banyule City Council,Warrawee Park,Bundoora ,3083,-37.696371,145.072506,Cricket
415,Banyule City Council,Warringal Parklands,Heidelberg,3084,-37.752489,145.079546,Cricket
416,Banyule City Council,Whatmough Park,Greensborough,3088,-37.699948,145.104116,Cricket
417,Banyule City Council,Winsor Reserve,Macleod ,3085,-37.71796,145.080081,Cricket
418,Banyule City Council,Yulong Reserve,Bundoora ,3083,-37.697336,145.061188,Cricket
419,Banyule City Council,Ivanhoe Park,Ivanhoe ,3079,-37.772888,145.051829,Croquet
420,Banyule City Council,North Eastern Club Grounds,Viewbank,3084,-37.736535,145.098561,Equestrian
421,Banyule City Council,ACE Aerobics ,East Ivanhoe Vic ,3079,-37.76643,145.044021,Fitness / Gymnasium Workouts
422,Banyule City Council,Anytime Fitness Greensborough,Greensborough,3088,-37.702516,145.102782,Fitness / Gymnasium Workouts
423,Banyule City Council,Anytime Fitness Heidelberg,Heidelberg,3084,-37.75609,145.064412,Fitness / Gymnasium Workouts
424,Banyule City Council,Banyule Netball Stadium,Macleod,3085,-37.724356,145.070395,Fitness / Gymnasium Workouts
425,Banyule City Council,Bodytone ,Greensborough,3088,-37.714423,145.105637,Fitness / Gymnasium Workouts
426,Banyule City Council,Contours Bundoora,Bundoora,3083,-37.705663,145.054772,Fitness / Gymnasium Workouts
427,Banyule City Council,Contours Ivanhoe,Ivanhoe ,3079,-37.768672,145.042375,Fitness / Gymnasium Workouts
428,Banyule City Council,Contours Montmorency,Montmorency ,3094,-37.716902,145.120829,Fitness / Gymnasium Workouts
429,Banyule City Council,Curves Bundoora,Bundoora ,3083,-37.694378,145.060169,Fitness / Gymnasium Workouts
430,Banyule City Council,Curves Greensborough,Watsonia ,3087,-37.711743,145.093652,Fitness / Gymnasium Workouts
431,Banyule City Council,F.I.T,Heidelberg,3084,-37.756312,145.069229,Fitness / Gymnasium Workouts
432,Banyule City Council,Genesis Bundoora,Bundoora,3083,-37.684267,145.071665,Fitness / Gymnasium Workouts
433,Banyule City Council,Gym on Grimshaw,Bundoora ,3083,-37.702087,145.071402,Fitness / Gymnasium Workouts
434,Banyule City Council,Ivanhoe Aquatic & Fitness Centre,Ivanhoe ,3079,-37.76226,145.043423,Fitness / Gymnasium Workouts
435,Banyule City Council,Jetts Fitness Bundoora,Bundoora ,3083,-37.699165,145.059327,Fitness / Gymnasium Workouts
436,Banyule City Council,Living Well Yoga and Health,Heidelberg ,3085,-37.756854,145.065173,Fitness / Gymnasium Workouts
437,Banyule City Council,Macleod Recreation & Fitness Centre,Macleod,3085,-37.723317,145.068971,Fitness / Gymnasium Workouts
438,Banyule City Council,Macleod YMCA,Macleod,3085,-37.724525,145.068352,Fitness / Gymnasium Workouts
439,Banyule City Council,Olympic Leisure Centre,West Heidelberg ,3081,-37.740147,145.040629,Fitness / Gymnasium Workouts
440,Banyule City Council,Take2 Fitness For Women,Rosanna,3084,-37.743578,145.065542,Fitness / Gymnasium Workouts
441,Banyule City Council,The Rusty Barbell ,West Heidelberg ,3081,-37.749991,145.042789,Fitness / Gymnasium Workouts
442,Banyule City Council,WaterMarc,Greensborough,3088,-37.704373,145.104566,Fitness / Gymnasium Workouts
443,Banyule City Council,Yarra Swim School,Greensborough,3088,-37.714402,145.097399,Fitness / Gymnasium Workouts
444,Banyule City Council,Heidelberg Golf Club,Lower Plenty ,3093,-37.730757,145.110374,Golf
445,Banyule City Council,Ivanhoe Golf Course,Ivanhoe ,3079,-37.779908,145.057347,Golf
446,Banyule City Council,Rosanna Golf Club,Lower Plenty ,3093,-37.744963,145.104339,Golf
447,Banyule City Council,ACE Aerobics ,East Ivanhoe Vic ,3079,-37.76643,145.044021,Gymnastics
448,Banyule City Council,Banyule Netball Stadium,Macleod,3085,-37.724356,145.070395,Gymnastics
449,Banyule City Council,Macleod YMCA,Macleod,3085,-37.724525,145.068352,Gymnastics
450,Banyule City Council,Cyril Cummins Reserve,West Heidelberg ,3081,-37.755193,145.033537,Hockey
452,Banyule City Council,City of Heidleberg Bowling Club ,Heidelberg ,3084,-37.754991,145.062012,Lawn Bowls
453,Banyule City Council,De Winton Park,Rosanna,3084,-37.746418,145.067919,Lawn Bowls
454,Banyule City Council,Greensborough Bowling Club,Greensborough,3088,-37.714402,145.097399,Lawn Bowls
455,Banyule City Council,Heidelberg Golf Club,Lower Plenty ,3093,-37.730757,145.110374,Lawn Bowls
456,Banyule City Council,Ivanhoe Park,Ivanhoe ,3079,-37.772888,145.051829,Lawn Bowls
457,Banyule City Council,John Street Reserve,Ivanhoe ,3079,-37.770918,145.043779,Lawn Bowls
458,Banyule City Council,Petrie Park,Montmorency ,3094,-37.717216,145.125934,Lawn Bowls
459,Banyule City Council,Banyule Netball Stadium,Macleod,3085,-37.724356,145.070395,Netball (Indoor)
460,Banyule City Council,Olympic Leisure Centre,West Heidelberg ,3081,-37.740147,145.040629,Netball (Indoor)
461,Banyule City Council,Kalparrin Gardens,Greensborough ,3088,-37.699253,145.099894,Skating
462,Banyule City Council,Banyule Flats Reserve,Viewbank,3084,-37.747777,145.08857,Soccer
463,Banyule City Council,Cartledge Reserve,Ivanhoe ,3079,-37.760286,145.034231,Soccer
464,Banyule City Council,Elder Street Reserve,Watsonia ,3087,-37.71493,145.090947,Soccer
465,Banyule City Council,Gabonia Avenue Reserve,Watsonia ,3087,-37.714772,145.087218,Soccer
466,Banyule City Council,James Reserve,Heidelberg Heights,3081,-37.749856,145.052201,Soccer
467,Banyule City Council,Olympic Park,West Heidelberg ,3081,-37.738083,145.035075,Soccer
468,Banyule City Council,Partingtons Flat,Greensborough ,3088,-37.697878,145.103027,Soccer
469,Banyule City Council,Yallambie Park,Yallambie ,3085,-37.728769,145.106565,Soccer
470,Banyule City Council,Banyule Netball Stadium,Macleod,3085,-37.724356,145.070395,Soccer (Indoor Soccer / Futsal)
471,Banyule City Council,Olympic Leisure Centre,West Heidelberg ,3081,-37.740147,145.040629,Soccer (Indoor Soccer / Futsal)
472,Banyule City Council,Ivanhoe Aquatic & Fitness Centre,Ivanhoe ,3079,-37.76226,145.043423,Swimming
473,Banyule City Council,Olympic Leisure Centre,West Heidelberg ,3081,-37.740147,145.040629,Swimming
474,Banyule City Council,WaterMarc,Greensborough,3088,-37.704373,145.104566,Swimming
475,Banyule City Council,Yarra Swim School,Greensborough,3088,-37.714402,145.097399,Swimming
476,Banyule City Council,Central Park,Greensborough ,3088,-37.715628,145.105598,Tennis (Outdoor)
477,Banyule City Council,Chelsworth Park,Ivanhoe ,3079,-37.77672,145.049173,Tennis (Outdoor)
478,Banyule City Council,Chelsworth Park,Ivanhoe ,3079,-37.77672,145.049173,Tennis (Outdoor)
479,Banyule City Council,Cyril Cummins Reserve,West Heidelberg ,3081,-37.755193,145.033537,Tennis (Outdoor)
