,LGA Name,Facility Name,Suburb/Town,Pcode,Latitude,Longitude,Sports Played
880,Bayside City Council,Beaumaris Reserve,Beaumaris,3193,-37.983088,145.035302,Soccer
881,Bayside City Council,Dendy Park,Brighton East,3186,-37.925092,145.02322,Soccer
883,Bayside City Council,Glamis Avenue Reserve,Hampton,3188,-37.939513,145.017855,Soccer
884,Bayside City Council,R J Sillitoe Reserve,Brighton,3186,-37.93424,145.02106,Soccer
885,Bayside City Council,Shipston Reserve,Cheltenham,3192,-37.968929,145.048731,Soccer
886,Bayside City Council,Tjilatjirrin Reserve,Sandringham,3191,-37.961185,145.023195,Soccer
887,Bayside City Council,Wilson Reserve,Brighton,3186,-37.909522,144.993288,Soccer
888,Bayside City Council,Moorabbin West Reserve,Hampton East,3188,-37.940487,145.026844,Softball
889,Bayside City Council,Tjilatjirrin Reserve,Sandringham,3191,-37.961185,145.023195,Softball
890,Bayside City Council,Beaumaris Life Saving Club,Beaumoris,3193,-37.994447,145.032701,Surf Life Saving
891,Bayside City Council,Black Rock Life Saving Club,Black Rock,3193,-37.974606,145.014612,Surf Life Saving
892,Bayside City Council,Brighton  Life Saving Club,Brighton,3186,-37.917367,144.986548,Surf Life Saving
893,Bayside City Council,Half Moon Bay Surf Life Saving Club,Black Rock,3193,-37.968832,145.011136,Surf Life Saving
894,Bayside City Council,Hampton Life Saving Club,Hampton,3188,-37.937982,144.997921,Surf Life Saving
895,Bayside City Council,Sandringham Life Saving Club,Sandringham,3190,-37.950689,145.001724,Surf Life Saving
897,Bayside City Council,Banksia Reserve,Beaumaris,3193,-37.986546,145.042191,Tennis (Outdoor)
898,Bayside City Council,Banksia Reserve,Beaumaris,3193,-37.986546,145.042191,Tennis (Outdoor)
899,Bayside City Council,Beaumaris Reserve,Beaumaris,3193,-37.983088,145.035302,Tennis (Outdoor)
900,Bayside City Council,Beaumoris Tennis Club,Beaumaris,3193,-37.98199,145.038944,Tennis (Outdoor)
901,Bayside City Council,Dendy Park,Brighton East,3186,-37.925092,145.02322,Tennis (Outdoor)
902,Bayside City Council,Easternwick Park Recreation Oval,Elsternwick,3185,-37.884783,144.99379,Tennis (Outdoor)
903,Bayside City Council,Easternwick Park Recreation Oval,Elsternwick,3185,-37.884783,144.99379,Tennis (Outdoor)
904,Bayside City Council,F L Yott Reserve,Beaumaris,3193,-37.991231,145.038711,Tennis (Outdoor)
905,Bayside City Council,F.G. Tricks Reserve,Black Rock,3193,-37.965208,145.019608,Tennis (Outdoor)
906,Bayside City Council,Royal Avenue Reserve,Sandringham,3191,-37.959158,145.014708,Tennis (Outdoor)
907,Bayside City Council,Sandringham Tennis/Croquet Club,Sandringham,3191,-37.947532,145.000587,Tennis (Outdoor)
908,Bayside City Council,St Stevens Tennis Club,Highett,3190,-37.953063,145.033477,Tennis (Outdoor)
909,Bayside City Council,WL Simpson Reserve,Hampton,3188,-37.938019,145.020934,Tennis (Outdoor)
910,Benalla Rural City Council,Benalla Aquatic Centre,Benalla,3672,-36.551055,145.980703,Aerobics
911,Benalla Rural City Council,Churchill Reserve,Benalla,3672,-36.559341,145.968719,Athletics
912,Benalla Rural City Council,Benalla Showgrounds,Benalla,3672,-36.555166,145.981145,Australian Rules Football
913,Benalla Rural City Council,Goorambat Recreation Reserve,Goorambat,3725,-36.407432,145.917106,Australian Rules Football
914,Benalla Rural City Council,Heaney Oval,Swanpool,3673,-36.749003,145.999866,Australian Rules Football
915,Benalla Rural City Council,Tatong Recreation Reserve,Tatong,3673,-36.729541,146.114049,Australian Rules Football
916,Benalla Rural City Council,United Friendlies Society Reserve ,Benalla,3672,-36.544552,145.979059,Australian Rules Football
917,Benalla Rural City Council,United Friendlies Society Reserve ,Benalla,3672,-36.544552,145.979059,Badminton
918,Benalla Rural City Council,Benalla Sports and Equestrian Reserve,Benalla,3672,-36.526523,145.977978,Baseball
919,Benalla Rural City Council,United Friendlies Society Reserve ,Benalla,3672,-36.544552,145.979059,Basketball
920,Benalla Rural City Council,Benalla Gardens Oval,Benalla,3672,-36.552487,145.978318,Cricket
921,Benalla Rural City Council,Benalla Showgrounds,Benalla,3672,-36.555166,145.981145,Cricket
922,Benalla Rural City Council,Benalla Sports and Equestrian Reserve,Benalla,3672,-36.526523,145.977978,Cricket
923,Benalla Rural City Council,Devenish Recreation Reserve,Devenish,3726,-36.331158,145.897647,Cricket
924,Benalla Rural City Council,Goorambat Recreation Reserve,Goorambat,3725,-36.407432,145.917106,Cricket
925,Benalla Rural City Council,Heaney Oval,Swanpool,3673,-36.749003,145.999866,Cricket
926,Benalla Rural City Council,Tatong Recreation Reserve,Tatong,3673,-36.729541,146.114049,Cricket
927,Benalla Rural City Council,United Friendlies Society Reserve ,Benalla,3672,-36.544552,145.979059,Cricket
928,Benalla Rural City Council,United Friendlies Society Reserve ,Benalla,3672,-36.544552,145.979059,Dancing
929,Benalla Rural City Council,Benalla Sports and Equestrian Reserve,Benalla,3672,-36.526523,145.977978,Equestrian
930,Benalla Rural City Council,Benalla Aquatic Centre,Benalla,3672,-36.551055,145.980703,Fitness / Gymnasium Workouts
931,Benalla Rural City Council,Benalla Golf Club,Benalla,3672,-36.571392,145.959264,Golf
932,Benalla Rural City Council,Golden Vale Golf Club,Benalla,3672,-36.572719,145.945166,Golf
934,Benalla Rural City Council,Churchill Reserve,Benalla,3672,-36.559341,145.968719,Hockey
935,Benalla Rural City Council,Benalla Bowls Club,Benalla,3672,-36.552111,145.975998,Lawn Bowls
936,Benalla Rural City Council,Moira Benalla Bowls Club,Benalla,3672,-36.547649,145.979421,Lawn Bowls
937,Benalla Rural City Council,Swanpool Bowling Club,Swanpool,3673,-36.74679,146.000549,Lawn Bowls
938,Benalla Rural City Council,Winton Motor Raceway Motocycle Club,Winton,3673,-36.517075,146.08545,Motor Cycling
939,Benalla Rural City Council,Benalla Showgrounds,Benalla,3672,-36.555166,145.981145,Netball
940,Benalla Rural City Council,Churchill Reserve,Benalla,3672,-36.559341,145.968719,Netball
941,Benalla Rural City Council,Goorambat Recreation Reserve,Goorambat,3725,-36.407432,145.917106,Netball
942,Benalla Rural City Council,Heaney Oval,Swanpool,3673,-36.749003,145.999866,Netball
943,Benalla Rural City Council,Tatong Recreation Reserve,Tatong,3673,-36.729541,146.114049,Netball
944,Benalla Rural City Council,United Friendlies Society Reserve ,Benalla,3672,-36.544552,145.979059,Netball
945,Benalla Rural City Council,Churchill Reserve,Benalla,3672,-36.559341,145.968719,Soccer
946,Benalla Rural City Council,Benalla Aquatic Centre,Benalla,3672,-36.551055,145.980703,Swimming
947,Benalla Rural City Council,Benalla Gardens Oval,Benalla,3672,-36.552487,145.978318,Tennis (Outdoor)
948,Benalla Rural City Council,Benalla Lawn Tennis Club,Benalla,3672,-36.54547,145.978434,Tennis (Outdoor)
949,Benalla Rural City Council,Benalla Lawn Tennis Club,Benalla,3672,-36.54547,145.978434,Tennis (Outdoor)
950,Benalla Rural City Council,Goorambat Recreation Reserve,Goorambat,3725,-36.407432,145.917106,Tennis (Outdoor)
951,Benalla Rural City Council,Swanpool Tennis Club,Swanpool,3673,-36.745719,146.00028,Tennis (Outdoor)
952,Benalla Rural City Council,Warrenbayne Tennis Courts,Warrenbayne,3670,-36.693677,145.885412,Tennis (Outdoor)
955,Bendigo City Council,Latrobe Univeristy Bendigo Athletics Track,Flora Hill,3550,-36.784277,144.290363,Athletics
956,Bendigo City Council,Allingham Street Reserve,Golden Square,3555,-36.77515,144.261171,Australian Rules Football
957,Bendigo City Council,Atkins Street Oval,North Bendigo,3550,-36.746149,144.273453,Australian Rules Football
958,Bendigo City Council,Backhaus Oval,Golden Square,3555,-36.773383,144.254206,Australian Rules Football
959,Bendigo City Council,Barrack Reserve,Heathcote,3523,-36.92269,144.710771,Australian Rules Football
960,Bendigo City Council,Bendigo and District Family Equestrian Malone Park,Marong,3515,-36.738,144.138,Australian Rules Football
961,Bendigo City Council,California Gully Recreation Reserve,California Gully,3556,-36.726845,144.263037,Australian Rules Football
962,Bendigo City Council,Canterbury Park,Eaglehawk,3556,-36.715097,144.252873,Australian Rules Football
963,Bendigo City Council,Dower Park,Kangaroo Flat,3555,-36.792618,144.239125,Australian Rules Football
964,Bendigo City Council,Elmore Recreation Reserve,Elmore,3558,-36.49148,144.608149,Australian Rules Football
965,Bendigo City Council,Ewing Park,Bendigo,3550,-36.764208,144.288814,Australian Rules Football
966,Bendigo City Council,Golden Square Oval,Golden Square,3555,-36.769506,144.258894,Australian Rules Football
967,Bendigo City Council,Ken Wust Oval,Quarry Hill,3550,-36.775154,144.276934,Australian Rules Football
968,Bendigo City Council,Kennington Recreation Reserve (Harry Trott),Bendigo,3550,-36.763663,144.295055,Australian Rules Football
969,Bendigo City Council,Long Gully Reserve,Long Gully,3550,-36.744558,144.256985,Australian Rules Football
970,Bendigo City Council,Maiden Gully Recreation Reserve,Maiden Gully,3551,-36.745103,144.205138,Australian Rules Football
971,Bendigo City Council,Malone Park,Marong,3515,-36.738247,144.134348,Australian Rules Football
972,Bendigo City Council,Queen Elizabeth Oval,Bendigo,3550,-36.755693,144.275622,Australian Rules Football
973,Bendigo City Council,Raywood Oval,Raywood,3570,-36.532832,144.204117,Australian Rules Football
974,Bendigo City Council,Sebastian Recreation Reserve,Sebastian,3556,-36.591343,144.187729,Australian Rules Football
975,Bendigo City Council,Strauch Reserve,Huntly,3551,-36.661659,144.33041,Australian Rules Football
976,Bendigo City Council,Tannery Lane Complex,Strathfieldsaye,3551,-36.804639,144.348018,Australian Rules Football
977,Bendigo City Council,Tom Flood Sports Centre,Bendigo,3550,-36.752811,144.280294,Australian Rules Football
978,Bendigo City Council,Weeroona Oval,Bendigo,3550,-36.74304,144.294025,Australian Rules Football
979,Bendigo City Council,White Hills Reserve,White Hills,3550,-36.72251,144.305071,Australian Rules Football
980,Bendigo City Council,Woodvale Recreation Reserve,Woodvale,3556,-36.684377,144.227332,Australian Rules Football
981,Bendigo City Council,Eaglehawk Badminton & Table Tennis Centre,Eaglehawk,3556,-36.726001,144.248457,Badminton
982,Bendigo City Council,Evolution Sports & Fitness Centre,Bendigo,3550,-36.777569,144.301115,Badminton
983,Bendigo City Council,Albert Roy Reserve,Eaglehawk,3556,-36.724322,144.248286,Baseball
984,Bendigo City Council,Ken Wust Oval,Quarry Hill,3550,-36.775154,144.276934,Baseball
985,Bendigo City Council,Strathfieldsaye Sporting Complex (Club Court),Strathfieldsaye,3551,-36.80118,144.352461,Baseball
986,Bendigo City Council,Bendigo Stadium,Bendigo,3550,-36.758416,144.248777,Basketball
987,Bendigo City Council,Evolution Sports & Fitness Centre,Bendigo,3550,-36.777569,144.301115,Basketball
988,Bendigo City Council,Mundy Street Stadium,Bendigo,3550,-36.758768,144.284753,Basketball
989,Bendigo City Council,Peter Krenz Leisure Centre YMCA,Eaglehawk,3556,-36.715511,144.254708,Basketball
990,Bendigo City Council,Major League Indoor Sports,Golden Square,3555,-36.785616,144.253713,Beach Volleyball
991,Bendigo City Council,Axedale Skate Park,Axedale,3551,-36.787176,144.501875,BMX
993,Bendigo City Council,Bendigo Skate Park,Bendigo,3550,-36.757204,144.291431,BMX
994,Bendigo City Council,Canterbury Park,Eaglehawk,3556,-36.715097,144.252873,BMX
995,Bendigo City Council,Elmore Recreation Reserve,Elmore,3558,-36.49148,144.608149,BMX
996,Bendigo City Council,Heathcote Skate Park,Heathcote,3523,-36.923504,144.708045,BMX
997,Bendigo City Council,Strathfieldsaye Sporting Complex (Club Court),Strathfieldsaye,3551,-36.80118,144.352461,BMX
998,Bendigo City Council,Dohertys Gym Benidgo,Bendigo,3550,-36.763944,144.2815,Body Building
999,Bendigo City Council,Peter Krenz Leisure Centre YMCA,Eaglehawk,3556,-36.715511,144.254708,Boxing
1000,Bendigo City Council,Albert Roy Reserve,Eaglehawk,3556,-36.724322,144.248286,Cricket
1001,Bendigo City Council,Allingham Street Reserve,Golden Square,3555,-36.77515,144.261171,Cricket
1002,Bendigo City Council,Bagshot Recreation Reserve,Bagshot,3551,-36.631698,144.100692,Cricket
1003,Bendigo City Council,Barrack Reserve,Heathcote,3523,-36.92269,144.710771,Cricket
1004,Bendigo City Council,Bendigo and District Family Equestrian Malone Park,Marong,3515,-36.738,144.138,Cricket
1005,Bendigo City Council,California Gully Recreation Reserve,California Gully,3556,-36.726845,144.263037,Cricket
1006,Bendigo City Council,Canterbury Park,Eaglehawk,3556,-36.715097,144.252873,Cricket
1007,Bendigo City Council,Dower Park,Kangaroo Flat,3555,-36.792618,144.239125,Cricket
1008,Bendigo City Council,Elmore Recreation Reserve,Elmore,3558,-36.49148,144.608149,Cricket
1009,Bendigo City Council,Ewing Park,Bendigo,3550,-36.764208,144.288814,Cricket
1010,Bendigo City Council,Finn Street Recreation Reserve,Bendigo,3550,-36.732253,144.29343,Cricket
1011,Bendigo City Council,Garden Gully Recreation Reserve,Bendigo,3550,-36.754,144.265,Cricket
1012,Bendigo City Council,Golden Square Oval,Golden Square,3555,-36.769506,144.258894,Cricket
1013,Bendigo City Council,Goornong Recreation Reserve,Goornong,3557,-36.618562,144.504395,Cricket
1015,Bendigo City Council,Heathcote Showgrounds,Heathcote,3523,-36.916941,144.710023,Cricket
1016,Bendigo City Council,Kangaroo Flat Leisure Centre,Kangaroo Flat,3555,-36.79,144.2425,Cricket
1017,Bendigo City Council,Ken Wust Oval,Quarry Hill,3550,-36.775154,144.276934,Cricket
1018,Bendigo City Council,Kennington Recreation Reserve (Harry Trott),Bendigo,3550,-36.763663,144.295055,Cricket
1019,Bendigo City Council,Long Gully Reserve,Long Gully,3550,-36.744558,144.256985,Cricket
1020,Bendigo City Council,Longlea Recreation Reserve,Longlea,3551,-36.775439,144.426157,Cricket
1021,Bendigo City Council,Maiden Gully Recreation Reserve,Maiden Gully,3551,-36.745103,144.205138,Cricket
1022,Bendigo City Council,Malone Park,Marong,3515,-36.738247,144.134348,Cricket
1023,Bendigo City Council,Mandurang South Recreation Reserve,Mandurang South,3551,-36.845662,144.276874,Cricket
1024,Bendigo City Council,Mia Mia Recreation Reserve,Mia Mia,3444,-36.99745,144.572435,Cricket
1025,Bendigo City Council,Queen Elizabeth Oval,Bendigo,3550,-36.755693,144.275622,Cricket
1026,Bendigo City Council,Raywood Oval,Raywood,3570,-36.532832,144.204117,Cricket
1027,Bendigo City Council,Redesdale Recreation Reserve,Redesdale,3444,-37.022538,144.530067,Cricket
1028,Bendigo City Council,Sebastian Recreation Reserve,Sebastian,3556,-36.591343,144.187729,Cricket
1029,Bendigo City Council,Spring Gully Cricket Ground,Spring Gully,3550,-36.796524,144.286654,Cricket
1030,Bendigo City Council,Strathdale Park,Bendigo,3550,-36.762038,144.315494,Cricket
1031,Bendigo City Council,Strathfieldsaye Sporting Complex (Club Court),Strathfieldsaye,3551,-36.80118,144.352461,Cricket
1032,Bendigo City Council,Strauch Reserve,Huntly,3551,-36.661659,144.33041,Cricket
1033,Bendigo City Council,Tannery Lane Complex,Strathfieldsaye,3551,-36.804639,144.348018,Cricket
1034,Bendigo City Council,Tannery Lane Complex,Strathfieldsaye,3551,-36.804639,144.348018,Cricket
1035,Bendigo City Council,Weeroona Oval,Bendigo,3550,-36.74304,144.294025,Cricket
1036,Bendigo City Council,White Hills Reserve,White Hills,3550,-36.72251,144.305071,Cricket
1037,Bendigo City Council,Woodvale Recreation Reserve,Woodvale,3556,-36.684377,144.227332,Cricket
1038,Bendigo City Council,Major League Indoor Sports,Golden Square,3555,-36.785616,144.253713,Cricket (Indoor)
1040,Bendigo City Council,Eaglehawk Croquet Club,Eaglehawk,3556,-36.715952,144.254424,Croquet
1041,Bendigo City Council,Golden Square Bowling and Croquet Club,Golden Square,3555,-36.770448,144.260103,Croquet
1046,Bendigo City Council,Tom Flood Sports Centre,Bendigo,3550,-36.752811,144.280294,Cycling
1048,Bendigo City Council,Bendigo and District Family Equestrian Malone Park,Marong,3515,-36.738,144.138,Equestrian
1049,Bendigo City Council,Bendigo Club Grounds,Golden Square,3555,-36.773382,144.265118,Equestrian
1050,Bendigo City Council,Bendigo Pony Club,Golden Square,3555,-36.77356,144.265111,Equestrian
1051,Bendigo City Council,Huntly Spring Gully Pony Club,Huntly North,3551,-36.628596,144.328907,Equestrian
1052,Bendigo City Council,Huntly-Spring Gully Club Grounds,Huntly,3551,-36.588557,144.335294,Equestrian
1053,Bendigo City Council,Mandurang South Recreation Reserve,Mandurang South,3551,-36.845662,144.276874,Equestrian
1054,Bendigo City Council,Neangar Park Club Grounds,Eaglehawk,3556,-36.707828,144.251403,Equestrian
1055,Bendigo City Council,ASM Fitness,Bendigo East,3550,-36.7525,144.318,Fitness / Gymnasium Workouts
1056,Bendigo City Council,Body Renovations,Bendigo,3550,-36.7755,144.2715,Fitness / Gymnasium Workouts
1057,Bendigo City Council,Contours Benidgo,Bendigo,3550,-36.762996,144.2835,Fitness / Gymnasium Workouts
1058,Bendigo City Council,Dohertys Gym Benidgo,Bendigo,3550,-36.763944,144.2815,Fitness / Gymnasium Workouts
1059,Bendigo City Council,Evolution Sports & Fitness Centre,Bendigo,3550,-36.777569,144.301115,Fitness / Gymnasium Workouts
1060,Bendigo City Council,Feelgood Fitness Golden Square,Golden Square,3555,-36.779,144.251028,Fitness / Gymnasium Workouts
1061,Bendigo City Council,Feelgood Fitness Strathdale,Strathdale,3550,-36.772,144.306,Fitness / Gymnasium Workouts
1062,Bendigo City Council,Fernwood Bendigo,Bendigo,3550,-36.761042,144.278671,Fitness / Gymnasium Workouts
1063,Bendigo City Council,Kangaroo Flat Leisure Centre,Kangaroo Flat,3555,-36.79,144.2425,Fitness / Gymnasium Workouts
1064,Bendigo City Council,Lifestyle Fitness,Bendigo,3550,-36.7605,144.279,Fitness / Gymnasium Workouts
1065,Bendigo City Council,Peter Krenz Leisure Centre YMCA,Eaglehawk,3556,-36.715511,144.254708,Fitness / Gymnasium Workouts
1066,Bendigo City Council,Rockhard Training / Kettlebells,Bendigo,3550,-36.7515,144.2845,Fitness / Gymnasium Workouts
1067,Bendigo City Council,Axedale Golf Club,Axedale,3551,-36.791519,144.499651,Golf
1068,Bendigo City Council,Belvoir Park Golf Club,Ravenswood,3453,-36.861428,144.202321,Golf
1069,Bendigo City Council,Bendigo Golf Course,Epsom,3551,-36.713846,144.321531,Golf
1070,Bendigo City Council,Eaglehawk Golf Course,Eaglehawk,3556,-36.719596,144.227666,Golf
1071,Bendigo City Council,Elmore Golf Club,Elmore,3558,-36.490328,144.606446,Golf
1072,Bendigo City Council,Heathcote Golf Course,Heathcote,3523,-36.905289,144.703256,Golf
1073,Bendigo City Council,Marong Golf Course,Marong,3515,-36.739011,144.1288,Golf
1074,Bendigo City Council,Neangar Park Golf Course,Eaglehawk,3556,-36.714594,144.269781,Golf
1075,Bendigo City Council,Quarry Hill Golf Course,Bendigo,3550,-36.776127,144.277886,Golf
1076,Bendigo City Council,Raywood Golf Club,Raywood,3570,-36.532612,144.208618,Golf
1078,Bendigo City Council,Kangaroo Flat Leisure Centre,Kangaroo Flat,3555,-36.79,144.2425,Gymnastics
1079,Bendigo City Council,Mundy Street Stadium,Bendigo,3550,-36.758768,144.284753,Gymnastics
1080,Bendigo City Council,Garden Gully Recreation Reserve,Bendigo,3550,-36.754,144.265,Hockey
1081,Bendigo City Council,Strathdale Park,Bendigo,3550,-36.762038,144.315494,Hockey
1082,Bendigo City Council,Latrobe Univeristy Bendigo Athletics Track,Flora Hill,3550,-36.784277,144.290363,Lacrosse
1083,Bendigo City Council,Bendigo and District Family Equestrian Malone Park,Marong,3515,-36.738,144.138,Lawn Bowls
1084,Bendigo City Council,Bendigo Bowling Club,Bendigo,3550,-36.754281,144.277976,Lawn Bowls
1085,Bendigo City Council,Bendigo East Bowling Club,Bendigo East,3550,-36.754391,144.295882,Lawn Bowls
1086,Bendigo City Council,Bendigo Golf Bowling Club,Epsom,3551,-36.713835,144.323065,Lawn Bowls
1087,Bendigo City Council,Bendigo VRI Bowling Club,Bendigo,3550,-36.764412,144.283478,Lawn Bowls
1088,Bendigo City Council,Eaglehawk Bowling Club,Eaglehawk,3556,-36.714178,144.253525,Lawn Bowls
1089,Bendigo City Council,Elmore Bowls Club,Elmore,3558,-36.491088,144.606771,Lawn Bowls
1090,Bendigo City Council,Golden Square Bowling and Croquet Club,Golden Square,3555,-36.770448,144.260103,Lawn Bowls
1091,Bendigo City Council,Heathcote Bowling Club,Heathcote,3523,-36.921576,144.710448,Lawn Bowls
1092,Bendigo City Council,Kangaroo Flat Bowling Club,Kangaroo Flat,3555,-36.7939,144.240426,Lawn Bowls
1093,Bendigo City Council,Lockwood South Bowling Club,Lockwood South,3551,-36.836185,144.155452,Lawn Bowls
1094,Bendigo City Council,Marong Bowling Club,Marong,3515,-36.738172,144.136133,Lawn Bowls
1095,Bendigo City Council,North Bendigo Bowling Club,Bendigo,3550,-36.744,144.274,Lawn Bowls
1097,Bendigo City Council,Strathfieldsaye Bowling Club,Strathfieldsaye,3551,-36.802343,144.353249,Lawn Bowls
1098,Bendigo City Council,White Hills Bowls Club,White Hills,3551,-36.7286,144.308077,Lawn Bowls
1099,Bendigo City Council,Woodbury Bowling Club,Bendigo,3550,-36.761297,144.31222,Lawn Bowls
1100,Bendigo City Council,Aikido Bendigo,Bendigo,3554,-36.7695,144.274554,Martial Arts
1102,Bendigo City Council,Atkins Street Oval,North Bendigo,3550,-36.746149,144.273453,Netball
1103,Bendigo City Council,Backhaus Oval,Golden Square,3555,-36.773383,144.254206,Netball
1104,Bendigo City Council,Bendigo and District Family Equestrian Malone Park,Marong,3515,-36.738,144.138,Netball
1105,Bendigo City Council,Bendigo Stadium Outdoor Netball Courts,Bendigo,3550,-36.758416,144.248777,Netball
1106,Bendigo City Council,Canterbury Park,Eaglehawk,3556,-36.715097,144.252873,Netball
1107,Bendigo City Council,Dower Park,Kangaroo Flat,3555,-36.792618,144.239125,Netball
1108,Bendigo City Council,Elmore Recreation Reserve,Elmore,3558,-36.49148,144.608149,Netball
1109,Bendigo City Council,Golden Square Oval,Golden Square,3555,-36.769506,144.258894,Netball
1110,Bendigo City Council,Malone Park,Marong,3515,-36.738247,144.134348,Netball
1111,Bendigo City Council,Queen Elizabeth Oval,Bendigo,3550,-36.755693,144.275622,Netball
1112,Bendigo City Council,Raywood Oval,Raywood,3570,-36.532832,144.204117,Netball
1113,Bendigo City Council,Strauch Reserve,Huntly,3551,-36.661659,144.33041,Netball
1114,Bendigo City Council,Tannery Lane Complex,Strathfieldsaye,3551,-36.804639,144.348018,Netball
1115,Bendigo City Council,White Hills Reserve,White Hills,3550,-36.72251,144.305071,Netball
1116,Bendigo City Council,Bendigo Indoor Sports & Leisure Centre,Strathdale,3550,-36.771993,144.305014,Netball (Indoor)
1117,Bendigo City Council,Evolution Sports & Fitness Centre,Bendigo,3550,-36.777569,144.301115,Netball (Indoor)
1118,Bendigo City Council,Major League Indoor Sports,Golden Square,3555,-36.785616,144.253713,Netball (Indoor)
1119,Bendigo City Council,Peter Krenz Leisure Centre YMCA,Eaglehawk,3556,-36.715511,144.254708,Netball (Indoor)
1120,Bendigo City Council,Mundy Street Stadium,Bendigo,3550,-36.758768,144.284753,Rock Climbing / Abseiling (Indoor)
1122,Bendigo City Council,Bendigo Yacht Club,Kimbolton,3551,-36.870189,144.503223,Sailing
1124,Bendigo City Council,Axedale Skate Park,Axedale,3551,-36.787176,144.501875,Skating
1125,Bendigo City Council,Bendigo Skate Park,Bendigo,3550,-36.757204,144.291431,Skating
1126,Bendigo City Council,Canterbury Park,Eaglehawk,3556,-36.715097,144.252873,Skating
1127,Bendigo City Council,Elmore Recreation Reserve,Elmore,3558,-36.49148,144.608149,Skating
1128,Bendigo City Council,Heathcote Skate Park,Heathcote,3523,-36.923504,144.708045,Skating
1130,Bendigo City Council,Bendigo VRI Bowling Club,Bendigo,3550,-36.764412,144.283478,Snooker / Billiards / Pool
1131,Bendigo City Council,Atkins Street Oval,North Bendigo,3550,-36.746149,144.273453,Soccer
1132,Bendigo City Council,Stanley Avenue Soccer Fields,Spring Gully,3550,-36.788653,144.285349,Soccer
1133,Bendigo City Council,Strathdale Park,Bendigo,3550,-36.762038,144.315494,Soccer
1134,Bendigo City Council,Strathfieldsaye Sporting Complex (Club Court),Strathfieldsaye,3551,-36.80118,144.352461,Soccer
1135,Bendigo City Council,Truscott Reserve,California Gully,3556,-36.730694,144.255786,Soccer
1136,Bendigo City Council,Evolution Sports & Fitness Centre,Bendigo,3550,-36.777569,144.301115,Soccer (Indoor Soccer / Futsal)
1137,Bendigo City Council,Major League Indoor Sports,Golden Square,3555,-36.785616,144.253713,Soccer (Indoor Soccer / Futsal)
1138,Bendigo City Council,Peter Krenz Leisure Centre YMCA,Eaglehawk,3556,-36.715511,144.254708,Squash / Racquetball
1139,Bendigo City Council,Bendigo Aquatic Centre,Bendigo,3550,-36.75487,144.276255,Swimming
1140,Bendigo City Council,Bendigo East Swimming Pool,Bendigo East,3550,-36.754394,144.294439,Swimming
1142,Bendigo City Council,Elmore Swimming Pool,Elmore,3558,-36.49233,144.606551,Swimming
1143,Bendigo City Council,Golden Square Swimming Pool,Golden Square,3555,-36.770862,144.259202,Swimming
1144,Bendigo City Council,Goornong Swimming Pool,Goornong,3557,-36.618764,144.503956,Swimming
1145,Bendigo City Council,Heathcote Swimming Pool,Heathcote,3523,-36.923271,144.711957,Swimming
1146,Bendigo City Council,Kangaroo Flat Swimming Pool,Kangaroo Flat,3555,-36.79329,144.240029,Swimming
1147,Bendigo City Council,Long Gully Swimming Pool,Long Gully,3550,-36.74621,144.259888,Swimming
1148,Bendigo City Council,Marong Swimming Pool,Marong,3515,-36.738618,144.132334,Swimming
1149,Bendigo City Council,Peter Krenz Leisure Centre YMCA,Eaglehawk,3556,-36.715511,144.254708,Swimming
1150,Bendigo City Council,Raywood Swimming Pool,Raywood,3570,-36.53367,144.203815,Swimming
1151,Bendigo City Council,White Hills Swimming Pool,White Hills,3550,-36.724486,144.306237,Swimming
1152,Bendigo City Council,Eaglehawk Badminton & Table Tennis Centre,Eaglehawk,3556,-36.726001,144.248457,Table Tennis
1153,Bendigo City Council,Bendigo Indoor Sports & Leisure Centre,Strathdale,3550,-36.771993,144.305014,Tennis (Indoor)
1154,Bendigo City Council,Albert Roy Reserve,Eaglehawk,3556,-36.724322,144.248286,Tennis (Outdoor)
1155,Bendigo City Council,Albert Roy Reserve,Eaglehawk,3556,-36.724322,144.248286,Tennis (Outdoor)
1156,Bendigo City Council,Allingham Street Reserve,Golden Square,3555,-36.77515,144.261171,Tennis (Outdoor)
1157,Bendigo City Council,Axedale Golf Club,Axedale,3551,-36.791519,144.499651,Tennis (Outdoor)
1158,Bendigo City Council,Bagshot Recreation Reserve,Bagshot,3551,-36.631698,144.100692,Tennis (Outdoor)
1159,Bendigo City Council,Bendigo Bank Tennis Complex,Bendigo,3550,-36.749517,144.288912,Tennis (Outdoor)
1160,Bendigo City Council,Bendigo Lawn Tennis Complex (Kel Pell),Bendigo,3550,-36.753391,144.279623,Tennis (Outdoor)
1164,Bendigo City Council,Elmore Lawn Tennis Club,Elmore,3558,-36.492404,144.605485,Tennis (Outdoor)
1165,Bendigo City Council,Elmore Recreation Reserve,Elmore,3558,-36.49148,144.608149,Tennis (Outdoor)
1166,Bendigo City Council,Finn Street Recreation Reserve,Bendigo,3550,-36.732253,144.29343,Tennis (Outdoor)
1167,Bendigo City Council,Goornong Recreation Reserve,Goornong,3557,-36.618562,144.504395,Tennis (Outdoor)
1168,Bendigo City Council,Heathcote Tennis Club,Heathcote,3523,-36.92086,144.710473,Tennis (Outdoor)
1170,Bendigo City Council,Kennington Recreation Reserve (Harry Trott),Bendigo,3550,-36.763663,144.295055,Tennis (Outdoor)
