,suburb,sa2_code,unemp_rate,year
10965,spring gully,202011021,4.5,2016
10966,flora hill,202011021,4.5,2016
10967,kennington,202011020,4.1,2016
10968,east bendigo,202011020,4.1,2016
10969,eaglehawk,202011019,6.6,2016
10970,california gully,202011019,6.6,2016
10971,clunes,201021010,5.4,2016
10972,creswick,201021010,5.4,2016
10973,miners rest,201011008,8.1,2016
10974,wendouree,201011008,8.1,2016
12292,alfredton,201011001,2.0,2017
12293,ballarat east,201011002,3.5,2017
12294,buninyong,201011005,2.1,2017
12295,delacombe,201011006,3.4,2017
12296,smythes creek,201011007,1.7,2017
12297,bacchus marsh,201021009,2.4,2017
12298,daylesford,201021011,2.7,2017
12299,gordon,201021012,2.3,2017
12300,avoca,201031013,5.0,2017
12301,beaufort,201031014,3.7,2017
12302,maryborough,201031016,7.9,2017
12303,maryborough,201031017,6.5,2017
12304,bendigo,202011018,11.9,2017
12305,maiden gully,202011023,2.0,2017
12306,strathfieldsaye,202011024,2.2,2017
12307,castlemaine,202021027,6.5,2017
12308,castlemaine,202021028,5.5,2017
12309,heathcote,202021029,10.0,2017
12310,kyneton,202021030,4.4,2017
12311,woodend,202021031,3.0,2017
12313,bannockburn,203011034,2.6,2017
12314,winchelsea,203011036,3.5,2017
12315,belmont,203021037,5.9,2017
12316,geelong,203021039,7.1,2017
12317,grovedale,203021041,4.1,2017
12318,highton,203021042,2.4,2017
12319,lara,203021043,4.1,2017
12320,leopold,203021044,4.4,2017
12321,newtown,203021046,3.1,2017
12322,clifton springs,203031048,5.4,2017
12323,portarlington,203031051,8.6,2017
12324,torquay,203031053,2.2,2017
12325,alexandra,204011054,2.9,2017
12326,euroa,204011055,3.1,2017
12327,mansfield,204011057,2.0,2017
12328,nagambie,204011058,2.6,2017
12329,seymour,204011059,6.8,2017
12331,yea,204011062,3.6,2017
12332,benalla,204021063,4.8,2017
12333,benalla,204021064,2.7,2017
12334,rutherglen,204021065,2.9,2017
12335,wangaratta,204021066,4.4,2017
12336,wangaratta,204021067,1.7,2017
12337,beechworth,204031068,2.6,2017
12338,myrtleford,204031071,3.4,2017
12339,towong,204031072,3.0,2017
12340,west wodonga,204031073,3.4,2017
12341,wodonga,204031074,4.3,2017
12342,yackandandah,204031075,1.6,2017
12343,drouin,205011076,5.1,2017
12345,trafalgar,205011078,4.1,2017
12346,warragul,205011079,4.3,2017
12347,bairnsdale,205021081,8.3,2017
12348,lakes entrance,205021084,9.3,2017
12349,orbost,205021085,9.2,2017
12350,paynesville,205021086,6.2,2017
12351,foster,205031087,4.2,2017
12352,korumburra,205031089,4.9,2017
12353,leongatha,205031090,3.7,2017
12355,churchill,205041094,6.6,2017
12356,morwell,205041096,16.0,2017
12357,traralgon,205041097,5.9,2017
12358,maffra,205051101,4.9,2017
12359,rosedale,205051102,5.4,2017
12360,sale,205051103,7.0,2017
12361,yarram,205051104,5.9,2017
12362,brunswick,206011105,6.2,2017
12363,brunswick east,206011106,5.4,2017
12364,brunswick west,206011107,8.1,2017
12365,coburg,206011108,8.6,2017
12366,pascoe vale south,206011109,5.5,2017
12367,northcote,206021111,5.4,2017
12368,thornbury,206021112,7.0,2017
12369,ascot vale,206031113,8.5,2017
12370,flemington,206031115,13.2,2017
12371,moonee ponds,206031116,4.5,2017
12372,carlton,206041117,7.8,2017
12373,docklands,206041118,2.1,2017
12374,east melbourne,206041119,1.4,2017
12375,kensington,206041121,5.5,2017
12376,melbourne,206041122,3.2,2017
12377,north melbourne,206041123,7.2,2017
12378,parkville,206041124,4.2,2017
12379,southbank,206041126,2.1,2017
12380,albert park,206051128,2.1,2017
12381,elwood,206051129,3.6,2017
12382,port melbourne,206051130,4.3,2017
12383,south melbourne,206051132,7.0,2017
12384,st kilda,206051133,5.8,2017
12385,st kilda east,206051134,4.8,2017
12386,armadale,206061135,2.6,2017
12387,toorak,206061138,2.6,2017
12388,abbotsford,206071139,4.1,2017
12389,collingwood,206071141,10.1,2017
12390,fitzroy,206071142,9.0,2017
12391,fitzroy north,206071143,5.5,2017
12392,richmond,206071144,4.9,2017
12393,ashburton,207011146,6.3,2017
12394,balwyn,207011147,4.6,2017
12395,balwyn north,207011148,4.7,2017
12396,camberwell,207011149,3.5,2017
12397,hawthorn,207011151,4.3,2017
12398,hawthorn east,207011152,3.7,2017
12399,kew,207011153,3.8,2017
12400,kew east,207011154,4.6,2017
12401,bulleen,207021156,7.8,2017
12402,doncaster,207021157,8.1,2017
12403,templestowe,207021159,5.3,2017
12404,templestowe lower,207021160,7.4,2017
12405,blackburn,207031161,6.1,2017
12406,blackburn south,207031162,9.6,2017
12407,box hill,207031163,9.7,2017
12408,box hill north,207031164,7.1,2017
12409,burwood,207031165,10.3,2017
12410,burwood east,207031166,7.9,2017
12411,beaumaris,208011168,2.2,2017
12412,brighton,208011169,2.9,2017
12413,brighton east,208011170,3.0,2017
12414,hampton,208011172,4.8,2017
12415,carnegie,208021176,4.4,2017
12416,elsternwick,208021179,3.3,2017
12417,hughesdale,208021180,4.9,2017
12418,murrumbeena,208021181,4.1,2017
12419,chelsea heights,208031187,9.6,2017
12420,mentone,208031190,5.6,2017
12421,malvern east,208041195,2.9,2017
12422,greensborough,209011197,3.7,2017
12423,heidelberg west,209011199,11.5,2017
12424,ivanhoe,209011200,2.3,2017
12425,watsonia,209011204,5.0,2017
12426,kingsbury,209021205,4.1,2017
12427,eltham,209031209,2.4,2017
12428,hurstbridge,209031210,3.9,2017
12429,kinglake,209031211,4.3,2017
12430,lalor,209041219,11.6,2017
12431,thomastown,209041223,12.3,2017
12432,wallan,209041224,6.4,2017
12433,whittlesea,209041225,5.8,2017
12434,airport west,210011226,5.0,2017
12435,keilor,210011228,3.4,2017
12436,keilor east,210011229,4.2,2017
12437,strathmore,210011231,1.9,2017
12438,gisborne,210021232,2.4,2017
12439,macedon,210021233,1.3,2017
12440,riddells creek,210021234,2.7,2017
12441,romsey,210021235,3.9,2017
12442,coburg north,210031236,6.1,2017
12443,fawkner,210031237,8.8,2017
12444,pascoe vale,210031239,4.0,2017
12445,sunbury,210041240,4.9,2017
12446,broadmeadows,210051242,24.7,2017
12447,meadow heights,210051247,24.6,2017
12448,melbourne airport,210051248,5.2,2017
12449,tullamarine,210051250,8.0,2017
12450,bayswater,211011251,5.6,2017
12451,lysterfield,211011255,1.9,2017
12452,wantirna,211011259,3.5,2017
12453,wantirna south,211011260,3.3,2017
12454,bayswater north,211031263,4.4,2017
12455,ringwood,211031266,6.2,2017
12456,ringwood east,211031267,4.6,2017
12457,ringwood north,211031268,1.8,2017
12458,forest hill,211041269,3.4,2017
12459,mitcham,211041270,2.8,2017
12460,nunawading,211041271,3.0,2017
12461,vermont,211041272,2.5,2017
12462,vermont south,211041273,1.9,2017
12463,chirnside park,211051275,3.6,2017
12464,kilsyth,211051277,5.2,2017
12465,montrose,211051280,3.4,2017
12466,mooroolbark,211051281,4.4,2017
12467,mount evelyn,211051283,3.0,2017
12469,koo wee rup,212011290,5.7,2017
12470,doveton,212021295,18.4,2017
12471,hallam,212021297,10.2,2017
12472,narre warren north,212021299,1.9,2017
12473,cranbourne,212031300,11.8,2017
12474,cranbourne east,212031301,4.6,2017
12475,cranbourne north,212031302,7.7,2017
12476,cranbourne south,212031303,3.4,2017
12477,cranbourne west,212031304,7.2,2017
12478,clayton south,212041310,4.8,2017
12479,dandenong,212041311,17.4,2017
12480,dandenong north,212041312,10.4,2017
12481,dingley village,212041313,2.9,2017
12482,keysborough,212041314,4.9,2017
12483,noble park north,212041316,9.8,2017
12484,springvale,212041317,9.3,2017
12485,springvale south,212041318,9.6,2017
12486,clayton,212051320,3.2,2017
12487,mulgrave,212051325,4.0,2017
12488,wheelers hill,212051327,2.4,2017
12489,cairnlea,213011329,8.4,2017
12490,delahey,213011331,11.4,2017
12491,keilor downs,213011332,10.8,2017
12492,kings park,213011333,17.1,2017
12493,sunshine,213011336,11.9,2017
12494,sunshine north,213011337,16.3,2017
12495,sunshine west,213011338,14.5,2017
12496,sydenham,213011339,8.0,2017
12497,taylors lakes,213011340,4.8,2017
12498,altona,213021341,5.7,2017
12499,altona meadows,213021342,8.4,2017
12500,altona north,213021343,9.8,2017
12501,newport,213021344,3.4,2017
12502,seabrook,213021345,5.0,2017
12503,williamstown,213021346,3.9,2017
12504,braybrook,213031347,11.7,2017
12505,footscray,213031348,10.1,2017
12506,maribyrnong,213031349,4.4,2017
12507,yarraville,213031352,4.0,2017
12508,bacchus marsh,213041353,8.6,2017
12509,hillside,213041355,5.1,2017
12510,melton,213041356,18.0,2017
12511,melton south,213041357,14.2,2017
12512,melton west,213041358,11.4,2017
12513,taylors hill,213041360,5.1,2017
12514,laverton,213051363,8.9,2017
12515,tarneit,213051365,5.5,2017
12516,truganina,213051366,4.8,2017
12517,wyndham vale,213051369,9.9,2017
12518,carrum downs,214011370,6.8,2017
12519,frankston,214011371,10.2,2017
12520,frankston north,214011372,13.2,2017
12521,frankston south,214011373,3.2,2017
12522,langwarrin,214011374,3.6,2017
12523,seaford,214011375,7.6,2017
12524,dromana,214021377,5.1,2017
12525,flinders,214021378,1.6,2017
12526,mornington,214021380,4.4,2017
12527,mount eliza,214021381,1.5,2017
12528,mount martha,214021382,2.1,2017
12530,somerville,214021385,4.3,2017
12531,ararat,215011386,7.0,2017
12532,ararat,215011387,3.4,2017
12533,horsham,215011388,4.7,2017
12534,horsham,215011389,2.0,2017
12536,st arnaud,215011391,5.3,2017
12537,stawell,215011392,5.6,2017
12540,irymple,215021395,3.5,2017
12541,merbein,215021396,6.3,2017
12542,mildura,215021398,3.1,2017
12543,red cliffs,215021399,5.8,2017
12545,gannawarra,215031401,3.5,2017
12546,kerang,215031402,5.0,2017
12547,robinvale,215031403,5.0,2017
12548,swan hill,215031404,5.0,2017
12549,swan hill,215031405,3.6,2017
12550,echuca,216011406,6.4,2017
12551,kyabram,216011407,6.6,2017
12552,rochester,216011409,5.1,2017
12553,rushworth,216011410,6.9,2017
12554,cobram,216021411,7.1,2017
12556,numurkah,216021413,5.9,2017
12557,yarrawonga,216021414,6.3,2017
12558,mooroopna,216031415,9.2,2017
12560,hamilton,217011421,4.5,2017
12561,portland,217011422,6.1,2017
12563,camperdown,217031471,4.2,2017
12564,colac,217031472,4.0,2017
12565,colac colac,217031473,2.4,2017
12567,gunbower,216011408,3.3,2017
12568,lockington,216011408,3.3,2017
12569,mccrae,214021384,9.2,2017
12570,rosebud,214021384,9.2,2017
12571,somers,214021379,6.8,2017
12572,hastings,214021379,6.8,2017
12573,sandhurst,214011376,3.4,2017
12574,skye,214011376,3.4,2017
12575,mount cottrell,213041359,10.2,2017
12576,rockbank,213041359,10.2,2017
12577,tottenham,213031351,7.4,2017
12578,west footscray,213031351,7.4,2017
12579,kingsville,213031350,5.3,2017
12580,seddon,213031350,5.3,2017
12581,derrimut,213011330,11.5,2017
12582,deer park,213011330,11.5,2017
12583,albion,213011328,13.1,2017
12584,ardeer,213011328,13.1,2017
12585,huntingdale,212051326,3.7,2017
12586,oakleigh,212051326,3.7,2017
12587,chadstone,212051319,4.9,2017
12588,ashwood,212051319,4.9,2017
12589,oakleigh south,212041309,5.1,2017
12590,clarinda,212041309,5.1,2017
12591,tooradin,212031308,5.3,2017
12592,pearcedale,212031308,5.3,2017
12593,lyndhurst,212031306,4.2,2017
12594,lynbrook,212031306,4.2,2017
12595,lynbrook,212031305,10.3,2017
12596,hampton park,212031305,10.3,2017
12597,cockatoo,212011289,4.1,2017
12598,emerald,212011289,4.1,2017
12599,garfield,212011288,4.7,2017
12600,bunyip,212011288,4.7,2017
12601,officer,212011287,3.9,2017
12602,beaconsfield,212011287,3.9,2017
12603,seville,211051285,3.1,2017
12605,tecoma,211051284,3.8,2017
12606,upwey,211051284,3.8,2017
12607,olinda,211051282,3.3,2017
12608,mount dandenong,211051282,3.3,2017
12609,silvan,211051279,3.4,2017
12610,monbulk,211051279,3.4,2017
12611,coldstream,211051278,4.4,2017
12612,lilydale,211051278,4.4,2017
12613,yarra glen,211051276,4.7,2017
12614,healesville,211051276,4.7,2017
12615,selby,211051274,4.1,2017
12616,belgrave,211051274,4.1,2017
12617,warranwood,211031265,2.3,2017
12618,croydon hills,211031265,2.3,2017
12619,wonga park,211021262,1.4,2017
12620,warrandyte,211021262,1.4,2017
12621,park orchards,211021261,1.8,2017
12622,donvale,211021261,1.8,2017
12624,rowville,211011256,3.0,2017
12625,scoresby,211011254,3.7,2017
12626,knoxfield,211011254,3.7,2017
12627,somerton,210051249,16.3,2017
12628,roxburgh park,210051249,16.3,2017
12629,westmeadows,210051245,7.5,2017
12630,gladstone park,210051245,7.5,2017
12631,coolaroo,210051243,21.9,2017
12632,campbellfield,210051243,21.9,2017
12633,essendon west,210011230,2.5,2017
12634,niddrie,210011230,2.5,2017
12635,diamond creek,209031215,2.9,2017
12636,wattle glen,209031215,2.9,2017
12637,north warrandyte,209031214,1.7,2017
12638,research,209031214,1.7,2017
12639,yarrambat,209031213,2.0,2017
12640,plenty,209031213,2.0,2017
12641,st andrews,209031212,3.8,2017
12642,panton hill,209031212,3.8,2017
12643,yallambie,209011203,3.3,2017
12644,viewbank,209011203,3.3,2017
12645,briar hill,209011202,3.8,2017
12646,montmorency,209011202,3.8,2017
12647,eaglemont,209011201,1.6,2017
12648,ivanhoe east,209011201,1.6,2017
12649,rosanna,209011198,3.2,2017
12650,heidelberg,209011198,3.2,2017
12651,glen iris,208041194,2.7,2017
12652,malvern,208041194,2.7,2017
12653,parkdale,208031193,4.7,2017
12654,mordialloc,208031193,4.7,2017
12655,heatherton,208031191,7.2,2017
12656,moorabbin,208031191,7.2,2017
12657,aspendale,208031189,4.8,2017
12658,edithvale,208031189,4.8,2017
12659,highett,208031188,7.2,2017
12660,cheltenham,208031188,7.2,2017
12661,bonbeach,208031186,7.7,2017
12662,chelsea,208031186,7.7,2017
12663,patterson lakes,208031185,7.6,2017
12664,carrum,208031185,7.6,2017
12665,waterways,208031183,4.0,2017
12666,aspendale gardens,208031183,4.0,2017
12667,glen huntly,208021182,4.6,2017
12668,ormond,208021182,4.6,2017
12669,mckinnon,208021174,4.1,2017
12670,bentleigh,208021174,4.1,2017
12671,black rock,208011173,2.4,2017
12672,sandringham,208011173,2.4,2017
12673,highett,208011171,6.3,2017
12674,cheltenham,208011171,6.3,2017
12675,mont albert,207031167,3.5,2017
12676,surrey hills,207031167,3.5,2017
12677,canterbury,207011155,3.3,2017
12678,surrey hills,207011155,3.3,2017
12679,princes hill,206071140,5.2,2017
12680,carlton north,206071140,5.2,2017
12681,windsor,206061136,4.2,2017
12682,prahran,206061136,4.2,2017
12683,aberfeldie,206031114,3.7,2017
12684,essendon,206031114,3.7,2017
12685,fairfield,206021110,4.7,2017
12686,alphington,206021110,4.7,2017
12687,loch sport,205051100,5.6,2017
12688,longford,205051100,5.6,2017
12689,glengarry,205041098,4.4,2017
12690,yallourn north,205041098,4.4,2017
12691,newborough,205041095,11.8,2017
12692,moe,205041095,11.8,2017
12693,inverloch,205031093,7.4,2017
12694,wonthaggi,205031093,7.4,2017
12695,omeo,205021082,4.7,2017
12696,bruthen,205021082,4.7,2017
12697,indigo valley,204031070,2.9,2017
12698,chiltern,204031070,2.9,2017
12699,mount beauty,204031069,2.1,2017
12700,bright,204031069,2.1,2017
12701,broadford,204011056,3.4,2017
12702,kilmore,204011056,3.4,2017
12703,queenscliff,203031052,3.3,2017
12704,point lonsdale,203031052,3.3,2017
12705,barwon heads,203031050,2.8,2017
12706,ocean grove,203031050,2.8,2017
12707,anglesea,203031049,2.6,2017
12708,lorne,203031049,2.6,2017
12709,bell park,203021047,7.7,2017
12710,north geelong,203021047,7.7,2017
12711,moolap,203021045,11.0,2017
12712,newcomb,203021045,11.0,2017
12713,hamlyn heights,203021040,5.0,2017
12714,geelong west,203021040,5.0,2017
12715,norlane,203021038,19.8,2017
12716,corio,203021038,19.8,2017
12717,ascot,202011025,5.6,2017
12718,white hills,202011025,5.6,2017
12719,golden square,202011022,8.2,2017
12720,kangaroo flat,202011022,8.2,2017
12721,spring gully,202011021,7.2,2017
12722,flora hill,202011021,7.2,2017
12723,kennington,202011020,6.6,2017
12724,east bendigo,202011020,6.6,2017
12725,eaglehawk,202011019,10.5,2017
12726,california gully,202011019,10.5,2017
12727,clunes,201021010,3.8,2017
12728,creswick,201021010,3.8,2017
12729,miners rest,201011008,6.2,2017
12730,wendouree,201011008,6.2,2017
14048,alfredton,201011001,2.2,2018
14049,ballarat east,201011002,3.8,2018
14050,buninyong,201011005,1.8,2018
14051,delacombe,201011006,3.8,2018
14052,smythes creek,201011007,1.6,2018
14053,bacchus marsh,201021009,2.5,2018
14054,daylesford,201021011,2.6,2018
14055,gordon,201021012,2.3,2018
14056,avoca,201031013,4.8,2018
14057,beaufort,201031014,3.8,2018
14058,maryborough,201031016,8.2,2018
14059,maryborough,201031017,6.1,2018
14060,bendigo,202011018,9.1,2018
14061,maiden gully,202011023,1.7,2018
14062,strathfieldsaye,202011024,1.6,2018
14063,castlemaine,202021027,4.5,2018
14064,castlemaine,202021028,3.6,2018
14065,heathcote,202021029,6.3,2018
14066,kyneton,202021030,2.8,2018
14067,woodend,202021031,1.9,2018
14069,bannockburn,203011034,2.7,2018
14070,winchelsea,203011036,3.7,2018
14071,belmont,203021037,6.3,2018
14072,geelong,203021039,8.2,2018
14073,grovedale,203021041,4.0,2018
14074,highton,203021042,2.4,2018
14075,lara,203021043,4.4,2018
14076,leopold,203021044,4.4,2018
14077,newtown,203021046,3.1,2018
14078,clifton springs,203031048,5.9,2018
14079,portarlington,203031051,10.1,2018
14080,torquay,203031053,1.9,2018
14081,alexandra,204011054,2.9,2018
14082,euroa,204011055,3.2,2018
14083,mansfield,204011057,2.2,2018
14084,nagambie,204011058,3.1,2018
14085,seymour,204011059,7.3,2018
14087,yea,204011062,3.9,2018
14088,benalla,204021063,5.2,2018
14089,benalla,204021064,2.7,2018
14090,rutherglen,204021065,2.9,2018
14091,wangaratta,204021066,4.9,2018
14092,wangaratta,204021067,1.8,2018
14093,beechworth,204031068,2.6,2018
14094,myrtleford,204031071,3.1,2018
14095,towong,204031072,3.1,2018
14096,west wodonga,204031073,4.1,2018
14097,wodonga,204031074,4.8,2018
14098,yackandandah,204031075,2.0,2018
14099,drouin,205011076,4.4,2018
14101,trafalgar,205011078,3.5,2018
14102,warragul,205011079,3.7,2018
14103,bairnsdale,205021081,7.5,2018
14104,lakes entrance,205021084,8.0,2018
14105,orbost,205021085,8.4,2018
14106,paynesville,205021086,5.4,2018
14107,foster,205031087,3.5,2018
14108,korumburra,205031089,4.2,2018
14109,leongatha,205031090,3.0,2018
14111,churchill,205041094,5.8,2018
14112,morwell,205041096,15.6,2018
14113,traralgon,205041097,5.1,2018
14114,maffra,205051101,4.3,2018
14115,rosedale,205051102,4.6,2018
14116,sale,205051103,6.8,2018
14117,yarram,205051104,5.4,2018
14118,brunswick,206011105,5.5,2018
14119,brunswick east,206011106,4.3,2018
14120,brunswick west,206011107,6.4,2018
14121,coburg,206011108,7.4,2018
14122,pascoe vale south,206011109,4.8,2018
14123,northcote,206021111,4.6,2018
14124,thornbury,206021112,5.8,2018
14125,ascot vale,206031113,7.0,2018
14126,flemington,206031115,12.1,2018
14127,moonee ponds,206031116,3.7,2018
14128,carlton,206041117,6.2,2018
14129,docklands,206041118,1.7,2018
14130,east melbourne,206041119,1.3,2018
14131,kensington,206041121,4.9,2018
14132,melbourne,206041122,3.0,2018
14133,north melbourne,206041123,5.9,2018
14134,parkville,206041124,3.5,2018
14135,southbank,206041126,1.8,2018
14136,albert park,206051128,1.6,2018
14137,elwood,206051129,2.9,2018
14138,port melbourne,206051130,4.1,2018
14139,south melbourne,206051132,7.0,2018
14140,st kilda,206051133,5.1,2018
14141,st kilda east,206051134,4.2,2018
14142,armadale,206061135,1.9,2018
14143,toorak,206061138,1.8,2018
14144,abbotsford,206071139,2.9,2018
14145,collingwood,206071141,9.1,2018
14146,fitzroy,206071142,7.8,2018
14147,fitzroy north,206071143,4.7,2018
14148,richmond,206071144,4.7,2018
14149,ashburton,207011146,5.3,2018
14150,balwyn,207011147,3.7,2018
14151,balwyn north,207011148,3.8,2018
14152,camberwell,207011149,3.2,2018
14153,hawthorn,207011151,3.4,2018
14154,hawthorn east,207011152,3.0,2018
14155,kew,207011153,3.3,2018
14156,kew east,207011154,4.4,2018
14157,bulleen,207021156,6.7,2018
14158,doncaster,207021157,7.1,2018
14159,templestowe,207021159,4.7,2018
14160,templestowe lower,207021160,6.0,2018
14161,blackburn,207031161,5.1,2018
14162,blackburn south,207031162,7.9,2018
14163,box hill,207031163,7.7,2018
14164,box hill north,207031164,5.9,2018
14165,burwood,207031165,8.1,2018
14166,burwood east,207031166,7.3,2018
14167,beaumaris,208011168,1.7,2018
14168,brighton,208011169,1.8,2018
14169,brighton east,208011170,2.2,2018
14170,hampton,208011172,3.9,2018
14171,carnegie,208021176,3.1,2018
14172,elsternwick,208021179,2.5,2018
14173,hughesdale,208021180,4.4,2018
14174,murrumbeena,208021181,3.0,2018
14175,chelsea heights,208031187,6.3,2018
14176,mentone,208031190,3.9,2018
14177,malvern east,208041195,2.2,2018
14178,greensborough,209011197,3.1,2018
14179,heidelberg west,209011199,8.4,2018
14180,ivanhoe,209011200,1.8,2018
14181,watsonia,209011204,3.6,2018
14182,kingsbury,209021205,2.7,2018
14183,eltham,209031209,1.8,2018
14184,hurstbridge,209031210,3.1,2018
14185,kinglake,209031211,3.3,2018
14186,lalor,209041219,9.5,2018
14187,thomastown,209041223,9.4,2018
14188,wallan,209041224,4.7,2018
14189,whittlesea,209041225,4.2,2018
14190,airport west,210011226,3.6,2018
14191,keilor,210011228,2.8,2018
14192,keilor east,210011229,3.2,2018
14193,strathmore,210011231,1.7,2018
14194,gisborne,210021232,1.7,2018
14195,macedon,210021233,0.8,2018
14196,riddells creek,210021234,2.1,2018
14197,romsey,210021235,3.0,2018
14198,coburg north,210031236,4.6,2018
14199,fawkner,210031237,6.3,2018
14200,pascoe vale,210031239,3.0,2018
14201,sunbury,210041240,3.3,2018
14202,broadmeadows,210051242,19.7,2018
14203,meadow heights,210051247,18.6,2018
14204,melbourne airport,210051248,1.3,2018
14205,tullamarine,210051250,7.1,2018
14206,bayswater,211011251,5.8,2018
14207,lysterfield,211011255,1.8,2018
14208,wantirna,211011259,3.3,2018
14209,wantirna south,211011260,3.2,2018
14210,bayswater north,211031263,4.4,2018
14211,ringwood,211031266,5.9,2018
14212,ringwood east,211031267,4.2,2018
14213,ringwood north,211031268,1.8,2018
14214,forest hill,211041269,3.6,2018
14215,mitcham,211041270,3.0,2018
14216,nunawading,211041271,3.0,2018
14217,vermont,211041272,2.6,2018
14218,vermont south,211041273,2.2,2018
14219,chirnside park,211051275,3.5,2018
14220,kilsyth,211051277,5.0,2018
14221,montrose,211051280,3.7,2018
14222,mooroolbark,211051281,4.8,2018
14223,mount evelyn,211051283,3.2,2018
14225,koo wee rup,212011290,4.9,2018
14226,doveton,212021295,14.7,2018
14227,hallam,212021297,8.8,2018
14228,narre warren north,212021299,2.0,2018
14229,cranbourne,212031300,10.2,2018
14230,cranbourne east,212031301,3.8,2018
14231,cranbourne north,212031302,6.0,2018
14232,cranbourne south,212031303,3.2,2018
14233,cranbourne west,212031304,5.5,2018
14234,clayton south,212041310,3.9,2018
14235,dandenong,212041311,13.7,2018
14236,dandenong north,212041312,8.9,2018
14237,dingley village,212041313,2.3,2018
14238,keysborough,212041314,4.0,2018
14239,noble park north,212041316,6.8,2018
14240,springvale,212041317,7.7,2018
14241,springvale south,212041318,7.4,2018
14242,clayton,212051320,2.6,2018
14243,mulgrave,212051325,3.1,2018
14244,wheelers hill,212051327,1.9,2018
14245,cairnlea,213011329,6.9,2018
14246,delahey,213011331,9.9,2018
14247,keilor downs,213011332,8.3,2018
14248,kings park,213011333,13.9,2018
14249,sunshine,213011336,9.7,2018
14250,sunshine north,213011337,12.8,2018
14251,sunshine west,213011338,11.5,2018
14252,sydenham,213011339,6.5,2018
14253,taylors lakes,213011340,3.8,2018
14254,altona,213021341,4.3,2018
14255,altona meadows,213021342,6.8,2018
14256,altona north,213021343,7.0,2018
14257,newport,213021344,3.0,2018
14258,seabrook,213021345,4.4,2018
14259,williamstown,213021346,3.0,2018
14260,braybrook,213031347,9.3,2018
14261,footscray,213031348,7.9,2018
14262,maribyrnong,213031349,3.3,2018
14263,yarraville,213031352,3.3,2018
14264,bacchus marsh,213041353,7.0,2018
14265,hillside,213041355,3.6,2018
14266,melton,213041356,17.7,2018
14267,melton south,213041357,10.9,2018
14268,melton west,213041358,5.6,2018
14269,taylors hill,213041360,4.3,2018
14270,laverton,213051363,6.7,2018
14271,tarneit,213051365,4.5,2018
14272,truganina,213051366,4.0,2018
14273,wyndham vale,213051369,7.3,2018
14274,carrum downs,214011370,5.1,2018
14275,frankston,214011371,8.5,2018
14276,frankston north,214011372,11.6,2018
14277,frankston south,214011373,2.6,2018
14278,langwarrin,214011374,3.2,2018
14279,seaford,214011375,6.1,2018
14280,dromana,214021377,4.1,2018
14281,flinders,214021378,1.5,2018
14282,mornington,214021380,3.6,2018
14283,mount eliza,214021381,1.3,2018
14284,mount martha,214021382,1.5,2018
14286,somerville,214021385,3.6,2018
14287,ararat,215011386,4.9,2018
14288,ararat,215011387,2.2,2018
14289,horsham,215011388,3.5,2018
14290,horsham,215011389,1.8,2018
14292,st arnaud,215011391,3.5,2018
14293,stawell,215011392,3.7,2018
14296,irymple,215021395,2.3,2018
14297,merbein,215021396,3.9,2018
14298,mildura,215021398,1.7,2018
14299,red cliffs,215021399,4.0,2018
14301,gannawarra,215031401,2.8,2018
14302,kerang,215031402,4.4,2018
14303,robinvale,215031403,3.0,2018
14304,swan hill,215031404,3.6,2018
14305,swan hill,215031405,2.9,2018
14306,echuca,216011406,4.9,2018
14307,kyabram,216011407,4.8,2018
14308,rochester,216011409,4.7,2018
14309,rushworth,216011410,5.4,2018
14310,cobram,216021411,5.3,2018
14312,numurkah,216021413,4.6,2018
14313,yarrawonga,216021414,4.4,2018
14314,mooroopna,216031415,7.6,2018
14316,hamilton,217011421,4.6,2018
14317,portland,217011422,6.1,2018
14319,camperdown,217031471,3.9,2018
14320,colac,217031472,3.7,2018
14321,colac colac,217031473,2.3,2018
14323,gunbower,216011408,2.3,2018
14324,lockington,216011408,2.3,2018
14325,mccrae,214021384,7.6,2018
14326,rosebud,214021384,7.6,2018
14327,somers,214021379,5.7,2018
14328,hastings,214021379,5.7,2018
14329,sandhurst,214011376,2.8,2018
14330,skye,214011376,2.8,2018
14331,mount cottrell,213041359,4.9,2018
14332,rockbank,213041359,4.9,2018
14333,tottenham,213031351,5.6,2018
14334,west footscray,213031351,5.6,2018
14335,kingsville,213031350,4.0,2018
14336,seddon,213031350,4.0,2018
14337,derrimut,213011330,9.2,2018
14338,deer park,213011330,9.2,2018
14339,albion,213011328,11.0,2018
14340,ardeer,213011328,11.0,2018
14341,huntingdale,212051326,3.1,2018
14342,oakleigh,212051326,3.1,2018
14343,chadstone,212051319,4.3,2018
14344,ashwood,212051319,4.3,2018
14345,oakleigh south,212041309,3.8,2018
14346,clarinda,212041309,3.8,2018
14347,tooradin,212031308,4.1,2018
14348,pearcedale,212031308,4.1,2018
14349,lyndhurst,212031306,3.3,2018
14350,lynbrook,212031306,3.3,2018
14351,lynbrook,212031305,8.8,2018
14352,hampton park,212031305,8.8,2018
14353,cockatoo,212011289,3.3,2018
14354,emerald,212011289,3.3,2018
14355,garfield,212011288,3.6,2018
14356,bunyip,212011288,3.6,2018
14357,officer,212011287,3.4,2018
14358,beaconsfield,212011287,3.4,2018
14359,seville,211051285,3.0,2018
14361,tecoma,211051284,3.4,2018
14362,upwey,211051284,3.4,2018
